it,step_length,step_norm,f(x),fx0,x
6669,0,1.000000000000000000e+00,7.946280058419359638e-02,inf,2.984183836177141044e-03,   8.445185154895109,    1.466213490455794, -0.01342868855103737,    3.981555503320594,    0.570308620527572,                    0
6669,1,5.000000000000000000e-01,3.973140029209679819e-02,inf,2.984183836177141044e-03,    8.476744756738956,     1.487489264456946, -0.002030568474441824,     3.981555503320594,     0.570308620527572,                     0
6669,2,2.500000000000000000e-01,1.986570014604839909e-02,inf,2.984183836177141044e-03,   8.492524557660881,    1.498127151457522, 0.003668491563855949,    3.981555503320594,    0.570308620527572,                    0
6669,3,1.250000000000000000e-01,9.932850073024199547e-03,inf,2.984183836177141044e-03,   8.500414458121844,     1.50344609495781, 0.006518021583004836,    3.981555503320594,    0.570308620527572,                    0
6669,4,6.250000000000000000e-02,4.966425036512099774e-03,inf,2.984183836177141044e-03,   8.504359408352324,    1.506105566707954, 0.007942786592579279,    3.981555503320594,    0.570308620527572,                    0
6669,5,3.125000000000000000e-02,2.483212518256049887e-03,inf,2.984183836177141044e-03,   8.506331883467565,    1.507435302583026, 0.008655169097366501,    3.981555503320594,    0.570308620527572,                    0
6669,6,1.562500000000000000e-02,1.241606259128024943e-03,inf,2.984183836177141044e-03,   8.507318121025184,    1.508100170520562, 0.009011360349760113,    3.981555503320594,    0.570308620527572,                    0
6669,7,7.812500000000000000e-03,6.208031295640124717e-04,inf,2.984183836177141044e-03,   8.507811239803996,     1.50843260448933, 0.009189455975956917,    3.981555503320594,    0.570308620527572,                    0
6669,8,3.906250000000000000e-03,3.104015647820062358e-04,inf,2.984183836177141044e-03,    8.5080577991934,   1.508598821473714, 0.00927850378905532,   3.981555503320594,   0.570308620527572,                   0
6669,9,1.953125000000000000e-03,1.552007823910031179e-04,inf,2.984183836177141044e-03,   8.508181078888102,    1.508681929965906, 0.009323027695604521,    3.981555503320594,    0.570308620527572,                    0
6669,10,9.765625000000000000e-04,7.760039119550155896e-05,inf,2.984183836177141044e-03,   8.508242718735454,    1.508723484212002, 0.009345289648879122,    3.981555503320594,    0.570308620527572,                    0
6669,11,4.882812500000000000e-04,3.880019559775077948e-05,inf,2.984183836177141044e-03,   8.508273538659129,     1.50874426133505, 0.009356420625516422,    3.981555503320594,    0.570308620527572,                    0
6669,12,2.441406250000000000e-04,1.940009779887538974e-05,inf,2.984183836177141044e-03,   8.508288948620967,    1.508754649896574, 0.009361986113835073,    3.981555503320594,    0.570308620527572,                    0
6669,13,1.220703125000000000e-04,9.700048899437694870e-06,inf,2.984183836177141044e-03,   8.508296653601887,    1.508759844177336, 0.009364768857994398,    3.981555503320594,    0.570308620527572,                    0
6669,14,6.103515625000000000e-05,4.850024449718847435e-06,inf,2.984183836177141044e-03,   8.508300506092345,    1.508762441317717, 0.009366160230074061,    3.981555503320594,    0.570308620527572,                    0
6669,15,3.051757812500000000e-05,2.425012224859423718e-06,inf,2.984183836177141044e-03,   8.508302432337576,    1.508763739887907, 0.009366855916113892,    3.981555503320594,    0.570308620527572,                    0
6669,16,1.525878906250000000e-05,1.212506112429711859e-06,inf,2.984183836177141044e-03,   8.508303395460191,    1.508764389173003, 0.009367203759133807,    3.981555503320594,    0.570308620527572,                    0
6669,17,7.629394531250000000e-06,6.062530562148559294e-07,inf,2.984183836177141044e-03,   8.508303877021497,     1.50876471381555, 0.009367377680643765,    3.981555503320594,    0.570308620527572,                    0
6669,18,3.814697265625000000e-06,3.031265281074279647e-07,inf,2.984183836177141044e-03,   8.508304117802151,    1.508764876136824, 0.009367464641398744,    3.981555503320594,    0.570308620527572,                    0
6669,19,1.907348632812500000e-06,1.515632640537139823e-07,inf,2.984183836177141044e-03,   8.508304238192478,    1.508764957297461, 0.009367508121776233,    3.981555503320594,    0.570308620527572,                    0
6669,20,9.536743164062500000e-07,7.578163202685699117e-08,inf,2.984183836177141044e-03,   8.508304298387642,     1.50876499787778, 0.009367529861964978,    3.981555503320594,    0.570308620527572,                    0
6669,21,4.768371582031250000e-07,3.789081601342849559e-08,inf,2.984183836177141044e-03,   8.508304328485224,    1.508765018167939, 0.009367540732059349,    3.981555503320594,    0.570308620527572,                    0
6669,22,2.384185791015625000e-07,1.894540800671424779e-08,inf,2.984183836177141044e-03,   8.508304343534014,    1.508765028313018, 0.009367546167106536,    3.981555503320594,    0.570308620527572,                    0
6669,23,1.192092895507812500e-07,9.472704003357123897e-09,inf,2.984183836177141044e-03,    8.50830435105841,    1.508765033385558, 0.009367548884630129,    3.981555503320594,    0.570308620527572,                    0
6669,24,5.960464477539062500e-08,4.736352001678561948e-09,inf,2.984183836177141044e-03,   8.508304354820607,    1.508765035921828, 0.009367550243391927,    3.981555503320594,    0.570308620527572,                    0
6669,25,2.980232238769531250e-08,2.368176000839280974e-09,inf,2.984183836177141044e-03,   8.508304356701705,    1.508765037189963, 0.009367550922772824,    3.981555503320594,    0.570308620527572,                    0
6669,26,1.490116119384765625e-08,1.184088000419640487e-09,inf,2.984183836177141044e-03,   8.508304357642256,     1.50876503782403, 0.009367551262463273,    3.981555503320594,    0.570308620527572,                    0
6669,27,7.450580596923828125e-09,5.920440002098202435e-10,inf,2.984183836177141044e-03,   8.508304358112531,    1.508765038141064, 0.009367551432308498,    3.981555503320594,    0.570308620527572,                    0
6669,28,3.725290298461914062e-09,2.960220001049101218e-10,inf,2.984183836177141044e-03,  8.508304358347667,   1.508765038299581, 0.00936755151723111,   3.981555503320594,   0.570308620527572,                   0
