it,step_length,step_norm,obj,fx
278,3.927274772238181242e-90,2.455361532406164761e-92,1.742406377628546554e+00,1.742406377628546554e+00
279,1.963637386119090621e-90,1.227680766203082380e-92,1.742406377628546554e+00,1.742406377628546554e+00
280,9.818186930595453106e-91,6.138403831015411902e-93,1.742406377628546554e+00,1.742406377628546554e+00
281,4.909093465297726553e-91,3.069201915507705951e-93,1.742406377628546554e+00,1.742406377628546554e+00
282,2.454546732648863277e-91,1.534600957753852975e-93,1.742406377628546554e+00,1.742406377628546554e+00
283,1.227273366324431638e-91,7.673004788769264877e-94,1.742406377628546554e+00,1.742406377628546554e+00
284,6.136366831622158191e-92,3.836502394384632439e-94,1.742406377628546554e+00,1.742406377628546554e+00
285,3.068183415811079096e-92,1.918251197192316219e-94,1.742406377628546554e+00,1.742406377628546554e+00
286,1.534091707905539548e-92,9.591255985961581096e-95,1.742406377628546554e+00,1.742406377628546554e+00
287,7.670458539527697739e-93,4.795627992980790548e-95,1.742406377628546554e+00,1.742406377628546554e+00
288,3.835229269763848870e-93,2.397813996490395274e-95,1.742406377628546554e+00,1.742406377628546554e+00
289,1.917614634881924435e-93,1.198906998245197637e-95,1.742406377628546554e+00,1.742406377628546554e+00
290,9.588073174409622174e-94,5.994534991225988185e-96,1.742406377628546554e+00,1.742406377628546554e+00
291,4.794036587204811087e-94,2.997267495612994093e-96,1.742406377628546554e+00,1.742406377628546554e+00
292,2.397018293602405544e-94,1.498633747806497046e-96,1.742406377628546554e+00,1.742406377628546554e+00
293,1.198509146801202772e-94,7.493168739032485232e-97,1.742406377628546554e+00,1.742406377628546554e+00
294,5.992545734006013859e-95,3.746584369516242616e-97,1.742406377628546554e+00,1.742406377628546554e+00
295,2.996272867003006929e-95,1.873292184758121308e-97,1.742406377628546554e+00,1.742406377628546554e+00
296,1.498136433501503465e-95,9.366460923790606539e-98,1.742406377628546554e+00,1.742406377628546554e+00
297,7.490682167507517323e-96,4.683230461895303270e-98,1.742406377628546554e+00,1.742406377628546554e+00
298,3.745341083753758662e-96,2.341615230947651635e-98,1.742406377628546554e+00,1.742406377628546554e+00
299,1.872670541876879331e-96,1.170807615473825817e-98,1.742406377628546554e+00,1.742406377628546554e+00
300,9.363352709384396654e-97,5.854038077369129087e-99,1.742406377628546554e+00,1.742406377628546554e+00
301,4.681676354692198327e-97,2.927019038684564544e-99,1.742406377628546554e+00,1.742406377628546554e+00
302,2.340838177346099164e-97,1.463509519342282272e-99,1.742406377628546554e+00,1.742406377628546554e+00
303,1.170419088673049582e-97,7.317547596711411359e-100,1.742406377628546554e+00,1.742406377628546554e+00
304,5.852095443365247909e-98,3.658773798355705679e-100,1.742406377628546554e+00,1.742406377628546554e+00
305,2.926047721682623954e-98,1.829386899177852840e-100,1.742406377628546554e+00,1.742406377628546554e+00
306,1.463023860841311977e-98,9.146934495889264199e-101,1.742406377628546554e+00,1.742406377628546554e+00
307,7.315119304206559886e-99,4.573467247944632099e-101,1.742406377628546554e+00,1.742406377628546554e+00
308,3.657559652103279943e-99,2.286733623972316050e-101,1.742406377628546554e+00,1.742406377628546554e+00
309,1.828779826051639972e-99,1.143366811986158025e-101,1.742406377628546554e+00,1.742406377628546554e+00
310,9.143899130258199858e-100,5.716834059930790124e-102,1.742406377628546554e+00,1.742406377628546554e+00
311,4.571949565129099929e-100,2.858417029965395062e-102,1.742406377628546554e+00,1.742406377628546554e+00
312,2.285974782564549964e-100,1.429208514982697531e-102,1.742406377628546554e+00,1.742406377628546554e+00
313,1.142987391282274982e-100,7.146042574913487655e-103,1.742406377628546554e+00,1.742406377628546554e+00
314,5.714936956411374911e-101,3.573021287456743828e-103,1.742406377628546554e+00,1.742406377628546554e+00
315,2.857468478205687456e-101,1.786510643728371914e-103,1.742406377628546554e+00,1.742406377628546554e+00
316,1.428734239102843728e-101,8.932553218641859569e-104,1.742406377628546554e+00,1.742406377628546554e+00
317,7.143671195514218639e-102,4.466276609320929784e-104,1.742406377628546554e+00,1.742406377628546554e+00
318,3.571835597757109319e-102,2.233138304660464892e-104,1.742406377628546554e+00,1.742406377628546554e+00
319,1.785917798878554660e-102,1.116569152330232446e-104,1.742406377628546554e+00,1.742406377628546554e+00
320,8.929588994392773299e-103,5.582845761651162231e-105,1.742406377628546554e+00,1.742406377628546554e+00
321,4.464794497196386649e-103,2.791422880825581115e-105,1.742406377628546554e+00,1.742406377628546554e+00
322,2.232397248598193325e-103,1.395711440412790558e-105,1.742406377628546554e+00,1.742406377628546554e+00
323,1.116198624299096662e-103,6.978557202063952788e-106,1.742406377628546554e+00,1.742406377628546554e+00
324,5.580993121495483312e-104,3.489278601031976394e-106,1.742406377628546554e+00,1.742406377628546554e+00
325,2.790496560747741656e-104,1.744639300515988197e-106,1.742406377628546554e+00,1.742406377628546554e+00
326,1.395248280373870828e-104,8.723196502579940985e-107,1.742406377628546554e+00,1.742406377628546554e+00
327,6.976241401869354140e-105,4.361598251289970493e-107,1.742406377628546554e+00,1.742406377628546554e+00
328,3.488120700934677070e-105,2.180799125644985246e-107,1.742406377628546554e+00,1.742406377628546554e+00
329,1.744060350467338535e-105,1.090399562822492623e-107,1.742406377628546554e+00,1.742406377628546554e+00
330,8.720301752336692674e-106,5.451997814112463116e-108,1.742406377628546554e+00,1.742406377628546554e+00
331,4.360150876168346337e-106,2.725998907056231558e-108,1.742406377628546554e+00,1.742406377628546554e+00
332,2.180075438084173169e-106,1.362999453528115779e-108,1.742406377628546554e+00,1.742406377628546554e+00
333,1.090037719042086584e-106,6.814997267640578895e-109,1.742406377628546554e+00,1.742406377628546554e+00
334,5.450188595210432921e-107,3.407498633820289447e-109,1.742406377628546554e+00,1.742406377628546554e+00
335,2.725094297605216461e-107,1.703749316910144724e-109,1.742406377628546554e+00,1.742406377628546554e+00
336,1.362547148802608230e-107,8.518746584550723619e-110,1.742406377628546554e+00,1.742406377628546554e+00
337,6.812735744013041152e-108,4.259373292275361809e-110,1.742406377628546554e+00,1.742406377628546554e+00
338,3.406367872006520576e-108,2.129686646137680905e-110,1.742406377628546554e+00,1.742406377628546554e+00
339,1.703183936003260288e-108,1.064843323068840452e-110,1.742406377628546554e+00,1.742406377628546554e+00
340,8.515919680016301440e-109,5.324216615344202262e-111,1.742406377628546554e+00,1.742406377628546554e+00
341,4.257959840008150720e-109,2.662108307672101131e-111,1.742406377628546554e+00,1.742406377628546554e+00
342,2.128979920004075360e-109,1.331054153836050565e-111,1.742406377628546554e+00,1.742406377628546554e+00
343,1.064489960002037680e-109,6.655270769180252827e-112,1.742406377628546554e+00,1.742406377628546554e+00
344,5.322449800010188400e-110,3.327635384590126413e-112,1.742406377628546554e+00,1.742406377628546554e+00
345,2.661224900005094200e-110,1.663817692295063207e-112,1.742406377628546554e+00,1.742406377628546554e+00
346,1.330612450002547100e-110,8.319088461475316034e-113,1.742406377628546554e+00,1.742406377628546554e+00
347,6.653062250012735500e-111,4.159544230737658017e-113,1.742406377628546554e+00,1.742406377628546554e+00
348,3.326531125006367750e-111,2.079772115368829008e-113,1.742406377628546554e+00,1.742406377628546554e+00
349,1.663265562503183875e-111,1.039886057684414504e-113,1.742406377628546554e+00,1.742406377628546554e+00
350,8.316327812515919375e-112,5.199430288422072521e-114,1.742406377628546554e+00,1.742406377628546554e+00
351,4.158163906257959687e-112,2.599715144211036261e-114,1.742406377628546554e+00,1.742406377628546554e+00
352,2.079081953128979844e-112,1.299857572105518130e-114,1.742406377628546554e+00,1.742406377628546554e+00
353,1.039540976564489922e-112,6.499287860527590651e-115,1.742406377628546554e+00,1.742406377628546554e+00
354,5.197704882822449609e-113,3.249643930263795326e-115,1.742406377628546554e+00,1.742406377628546554e+00
355,2.598852441411224805e-113,1.624821965131897663e-115,1.742406377628546554e+00,1.742406377628546554e+00
356,1.299426220705612402e-113,8.124109825659488314e-116,1.742406377628546554e+00,1.742406377628546554e+00
357,6.497131103528062012e-114,4.062054912829744157e-116,1.742406377628546554e+00,1.742406377628546554e+00
358,3.248565551764031006e-114,2.031027456414872079e-116,1.742406377628546554e+00,1.742406377628546554e+00
359,1.624282775882015503e-114,1.015513728207436039e-116,1.742406377628546554e+00,1.742406377628546554e+00
360,8.121413879410077514e-115,5.077568641037180196e-117,1.742406377628546554e+00,1.742406377628546554e+00
361,4.060706939705038757e-115,2.538784320518590098e-117,1.742406377628546554e+00,1.742406377628546554e+00
362,2.030353469852519379e-115,1.269392160259295049e-117,1.742406377628546554e+00,1.742406377628546554e+00
363,1.015176734926259689e-115,6.346960801296475245e-118,1.742406377628546554e+00,1.742406377628546554e+00
364,5.075883674631298447e-116,3.173480400648237623e-118,1.742406377628546554e+00,1.742406377628546554e+00
365,2.537941837315649223e-116,1.586740200324118811e-118,1.742406377628546554e+00,1.742406377628546554e+00
366,1.268970918657824612e-116,7.933701001620594057e-119,1.742406377628546554e+00,1.742406377628546554e+00
367,6.344854593289123058e-117,3.966850500810297028e-119,1.742406377628546554e+00,1.742406377628546554e+00
368,3.172427296644561529e-117,1.983425250405148514e-119,1.742406377628546554e+00,1.742406377628546554e+00
369,1.586213648322280765e-117,9.917126252025742571e-120,1.742406377628546554e+00,1.742406377628546554e+00
370,7.931068241611403823e-118,4.958563126012871285e-120,1.742406377628546554e+00,1.742406377628546554e+00
371,3.965534120805701911e-118,2.479281563006435643e-120,1.742406377628546554e+00,1.742406377628546554e+00
372,1.982767060402850956e-118,1.239640781503217821e-120,1.742406377628546554e+00,1.742406377628546554e+00
373,9.913835302014254778e-119,6.198203907516089107e-121,1.742406377628546554e+00,1.742406377628546554e+00
374,4.956917651007127389e-119,3.099101953758044553e-121,1.742406377628546554e+00,1.742406377628546554e+00
375,2.478458825503563695e-119,1.549550976879022277e-121,1.742406377628546554e+00,1.742406377628546554e+00
376,1.239229412751781847e-119,7.747754884395111384e-122,1.742406377628546554e+00,1.742406377628546554e+00
377,6.196147063758909237e-120,3.873877442197555692e-122,1.742406377628546554e+00,1.742406377628546554e+00
378,3.098073531879454618e-120,1.936938721098777846e-122,1.742406377628546554e+00,1.742406377628546554e+00
379,1.549036765939727309e-120,9.684693605493889229e-123,1.742406377628546554e+00,1.742406377628546554e+00
380,7.745183829698636546e-121,4.842346802746944615e-123,1.742406377628546554e+00,1.742406377628546554e+00
381,3.872591914849318273e-121,2.421173401373472307e-123,1.742406377628546554e+00,1.742406377628546554e+00
382,1.936295957424659136e-121,1.210586700686736154e-123,1.742406377628546554e+00,1.742406377628546554e+00
383,9.681479787123295682e-122,6.052933503433680768e-124,1.742406377628546554e+00,1.742406377628546554e+00
384,4.840739893561647841e-122,3.026466751716840384e-124,1.742406377628546554e+00,1.742406377628546554e+00
385,2.420369946780823921e-122,1.513233375858420192e-124,1.742406377628546554e+00,1.742406377628546554e+00
386,1.210184973390411960e-122,7.566166879292100961e-125,1.742406377628546554e+00,1.742406377628546554e+00
387,6.050924866952059801e-123,3.783083439646050480e-125,1.742406377628546554e+00,1.742406377628546554e+00
388,3.025462433476029901e-123,1.891541719823025240e-125,1.742406377628546554e+00,1.742406377628546554e+00
389,1.512731216738014950e-123,9.457708599115126201e-126,1.742406377628546554e+00,1.742406377628546554e+00
390,7.563656083690074752e-124,4.728854299557563100e-126,1.742406377628546554e+00,1.742406377628546554e+00
391,3.781828041845037376e-124,2.364427149778781550e-126,1.742406377628546554e+00,1.742406377628546554e+00
392,1.890914020922518688e-124,1.182213574889390775e-126,1.742406377628546554e+00,1.742406377628546554e+00
393,9.454570104612593439e-125,5.911067874446953875e-127,1.742406377628546554e+00,1.742406377628546554e+00
394,4.727285052306296720e-125,2.955533937223476938e-127,1.742406377628546554e+00,1.742406377628546554e+00
395,2.363642526153148360e-125,1.477766968611738469e-127,1.742406377628546554e+00,1.742406377628546554e+00
396,1.181821263076574180e-125,7.388834843058692344e-128,1.742406377628546554e+00,1.742406377628546554e+00
397,5.909106315382870900e-126,3.694417421529346172e-128,1.742406377628546554e+00,1.742406377628546554e+00
398,2.954553157691435450e-126,1.847208710764673086e-128,1.742406377628546554e+00,1.742406377628546554e+00
399,1.477276578845717725e-126,9.236043553823365430e-129,1.742406377628546554e+00,1.742406377628546554e+00
400,7.386382894228588625e-127,4.618021776911682715e-129,1.742406377628546554e+00,1.742406377628546554e+00
401,3.693191447114294312e-127,2.309010888455841358e-129,1.742406377628546554e+00,1.742406377628546554e+00
402,1.846595723557147156e-127,1.154505444227920679e-129,1.742406377628546554e+00,1.742406377628546554e+00
403,9.232978617785735781e-128,5.772527221139603394e-130,1.742406377628546554e+00,1.742406377628546554e+00
404,4.616489308892867890e-128,2.886263610569801697e-130,1.742406377628546554e+00,1.742406377628546554e+00
405,2.308244654446433945e-128,1.443131805284900848e-130,1.742406377628546554e+00,1.742406377628546554e+00
406,1.154122327223216973e-128,7.215659026424504242e-131,1.742406377628546554e+00,1.742406377628546554e+00
407,5.770611636116084863e-129,3.607829513212252121e-131,1.742406377628546554e+00,1.742406377628546554e+00
408,2.885305818058042431e-129,1.803914756606126061e-131,1.742406377628546554e+00,1.742406377628546554e+00
409,1.442652909029021216e-129,9.019573783030630303e-132,1.742406377628546554e+00,1.742406377628546554e+00
410,7.213264545145106079e-130,4.509786891515315152e-132,1.742406377628546554e+00,1.742406377628546554e+00
411,3.606632272572553039e-130,2.254893445757657576e-132,1.742406377628546554e+00,1.742406377628546554e+00
412,1.803316136286276520e-130,1.127446722878828788e-132,1.742406377628546554e+00,1.742406377628546554e+00
413,9.016580681431382598e-131,5.637233614394143939e-133,1.742406377628546554e+00,1.742406377628546554e+00
414,4.508290340715691299e-131,2.818616807197071970e-133,1.742406377628546554e+00,1.742406377628546554e+00
415,2.254145170357845650e-131,1.409308403598535985e-133,1.742406377628546554e+00,1.742406377628546554e+00
416,1.127072585178922825e-131,7.046542017992679924e-134,1.742406377628546554e+00,1.742406377628546554e+00
417,5.635362925894614124e-132,3.523271008996339962e-134,1.742406377628546554e+00,1.742406377628546554e+00
418,2.817681462947307062e-132,1.761635504498169981e-134,1.742406377628546554e+00,1.742406377628546554e+00
419,1.408840731473653531e-132,8.808177522490849905e-135,1.742406377628546554e+00,1.742406377628546554e+00
420,7.044203657368267655e-133,4.404088761245424953e-135,1.742406377628546554e+00,1.742406377628546554e+00
421,3.522101828684133827e-133,2.202044380622712476e-135,1.742406377628546554e+00,1.742406377628546554e+00
422,1.761050914342066914e-133,1.101022190311356238e-135,1.742406377628546554e+00,1.742406377628546554e+00
423,8.805254571710334569e-134,5.505110951556781191e-136,1.742406377628546554e+00,1.742406377628546554e+00
424,4.402627285855167284e-134,2.752555475778390595e-136,1.742406377628546554e+00,1.742406377628546554e+00
425,2.201313642927583642e-134,1.376277737889195298e-136,1.742406377628546554e+00,1.742406377628546554e+00
426,1.100656821463791821e-134,6.881388689445976489e-137,1.742406377628546554e+00,1.742406377628546554e+00
427,5.503284107318959105e-135,3.440694344722988244e-137,1.742406377628546554e+00,1.742406377628546554e+00
428,2.751642053659479553e-135,1.720347172361494122e-137,1.742406377628546554e+00,1.742406377628546554e+00
429,1.375821026829739776e-135,8.601735861807470611e-138,1.742406377628546554e+00,1.742406377628546554e+00
430,6.879105134148698882e-136,4.300867930903735305e-138,1.742406377628546554e+00,1.742406377628546554e+00
431,3.439552567074349441e-136,2.150433965451867653e-138,1.742406377628546554e+00,1.742406377628546554e+00
432,1.719776283537174720e-136,1.075216982725933826e-138,1.742406377628546554e+00,1.742406377628546554e+00
433,8.598881417685873602e-137,5.376084913629669132e-139,1.742406377628546554e+00,1.742406377628546554e+00
434,4.299440708842936801e-137,2.688042456814834566e-139,1.742406377628546554e+00,1.742406377628546554e+00
435,2.149720354421468401e-137,1.344021228407417283e-139,1.742406377628546554e+00,1.742406377628546554e+00
436,1.074860177210734200e-137,6.720106142037086415e-140,1.742406377628546554e+00,1.742406377628546554e+00
437,5.374300886053671001e-138,3.360053071018543207e-140,1.742406377628546554e+00,1.742406377628546554e+00
438,2.687150443026835501e-138,1.680026535509271604e-140,1.742406377628546554e+00,1.742406377628546554e+00
439,1.343575221513417750e-138,8.400132677546358018e-141,1.742406377628546554e+00,1.742406377628546554e+00
440,6.717876107567088752e-139,4.200066338773179009e-141,1.742406377628546554e+00,1.742406377628546554e+00
441,3.358938053783544376e-139,2.100033169386589505e-141,1.742406377628546554e+00,1.742406377628546554e+00
442,1.679469026891772188e-139,1.050016584693294752e-141,1.742406377628546554e+00,1.742406377628546554e+00
443,8.397345134458860940e-140,5.250082923466473761e-142,1.742406377628546554e+00,1.742406377628546554e+00
444,4.198672567229430470e-140,2.625041461733236881e-142,1.742406377628546554e+00,1.742406377628546554e+00
445,2.099336283614715235e-140,1.312520730866618440e-142,1.742406377628546554e+00,1.742406377628546554e+00
446,1.049668141807357617e-140,6.562603654333092202e-143,1.742406377628546554e+00,1.742406377628546554e+00
447,5.248340709036788087e-141,3.281301827166546101e-143,1.742406377628546554e+00,1.742406377628546554e+00
448,2.624170354518394044e-141,1.640650913583273050e-143,1.742406377628546554e+00,1.742406377628546554e+00
449,1.312085177259197022e-141,8.203254567916365252e-144,1.742406377628546554e+00,1.742406377628546554e+00
450,6.560425886295985109e-142,4.101627283958182626e-144,1.742406377628546554e+00,1.742406377628546554e+00
451,3.280212943147992555e-142,2.050813641979091313e-144,1.742406377628546554e+00,1.742406377628546554e+00
452,1.640106471573996277e-142,1.025406820989545657e-144,1.742406377628546554e+00,1.742406377628546554e+00
453,8.200532357869981386e-143,5.127034104947728283e-145,1.742406377628546554e+00,1.742406377628546554e+00
454,4.100266178934990693e-143,2.563517052473864141e-145,1.742406377628546554e+00,1.742406377628546554e+00
455,2.050133089467495347e-143,1.281758526236932071e-145,1.742406377628546554e+00,1.742406377628546554e+00
456,1.025066544733747673e-143,6.408792631184660353e-146,1.742406377628546554e+00,1.742406377628546554e+00
457,5.125332723668738367e-144,3.204396315592330177e-146,1.742406377628546554e+00,1.742406377628546554e+00
458,2.562666361834369183e-144,1.602198157796165088e-146,1.742406377628546554e+00,1.742406377628546554e+00
459,1.281333180917184592e-144,8.010990788980825442e-147,1.742406377628546554e+00,1.742406377628546554e+00
460,6.406665904585922958e-145,4.005495394490412721e-147,1.742406377628546554e+00,1.742406377628546554e+00
461,3.203332952292961479e-145,2.002747697245206360e-147,1.742406377628546554e+00,1.742406377628546554e+00
462,1.601666476146480740e-145,1.001373848622603180e-147,1.742406377628546554e+00,1.742406377628546554e+00
463,8.008332380732403698e-146,5.006869243113015901e-148,1.742406377628546554e+00,1.742406377628546554e+00
464,4.004166190366201849e-146,2.503434621556507950e-148,1.742406377628546554e+00,1.742406377628546554e+00
465,2.002083095183100924e-146,1.251717310778253975e-148,1.742406377628546554e+00,1.742406377628546554e+00
466,1.001041547591550462e-146,6.258586553891269876e-149,1.742406377628546554e+00,1.742406377628546554e+00
467,5.005207737957752311e-147,3.129293276945634938e-149,1.742406377628546554e+00,1.742406377628546554e+00
468,2.502603868978876156e-147,1.564646638472817469e-149,1.742406377628546554e+00,1.742406377628546554e+00
469,1.251301934489438078e-147,7.823233192364087345e-150,1.742406377628546554e+00,1.742406377628546554e+00
470,6.256509672447190389e-148,3.911616596182043673e-150,1.742406377628546554e+00,1.742406377628546554e+00
471,3.128254836223595194e-148,1.955808298091021836e-150,1.742406377628546554e+00,1.742406377628546554e+00
472,1.564127418111797597e-148,9.779041490455109182e-151,1.742406377628546554e+00,1.742406377628546554e+00
473,7.820637090558987986e-149,4.889520745227554591e-151,1.742406377628546554e+00,1.742406377628546554e+00
474,3.910318545279493993e-149,2.444760372613777295e-151,1.742406377628546554e+00,1.742406377628546554e+00
475,1.955159272639746997e-149,1.222380186306888648e-151,1.742406377628546554e+00,1.742406377628546554e+00
476,9.775796363198734983e-150,6.111900931534443239e-152,1.742406377628546554e+00,1.742406377628546554e+00
477,4.887898181599367491e-150,3.055950465767221619e-152,1.742406377628546554e+00,1.742406377628546554e+00
478,2.443949090799683746e-150,1.527975232883610810e-152,1.742406377628546554e+00,1.742406377628546554e+00
479,1.221974545399841873e-150,7.639876164418054048e-153,1.742406377628546554e+00,1.742406377628546554e+00
480,6.109872726999209364e-151,3.819938082209027024e-153,1.742406377628546554e+00,1.742406377628546554e+00
481,3.054936363499604682e-151,1.909969041104513512e-153,1.742406377628546554e+00,1.742406377628546554e+00
482,1.527468181749802341e-151,9.549845205522567560e-154,1.742406377628546554e+00,1.742406377628546554e+00
483,7.637340908749011705e-152,4.774922602761283780e-154,1.742406377628546554e+00,1.742406377628546554e+00
484,3.818670454374505853e-152,2.387461301380641890e-154,1.742406377628546554e+00,1.742406377628546554e+00
485,1.909335227187252926e-152,1.193730650690320945e-154,1.742406377628546554e+00,1.742406377628546554e+00
486,9.546676135936264631e-153,5.968653253451603069e-155,1.742406377628546554e+00,1.742406377628546554e+00
487,4.773338067968132316e-153,2.984326626725805675e-155,1.742406377628546554e+00,1.742406377628546554e+00
488,2.386669033984066158e-153,1.492163313362894557e-155,1.742406377628546554e+00,1.742406377628546554e+00
489,1.193334516992033079e-153,7.460816566814638393e-156,1.742406377628546554e+00,1.742406377628546554e+00
490,5.966672584960165395e-154,3.730408283407484805e-156,1.742406377628546554e+00,1.742406377628546554e+00
491,2.983336292480082697e-154,1.865204141703742403e-156,1.742406377628546554e+00,1.742406377628546554e+00
492,1.491668146240041349e-154,9.326020708518712013e-157,1.742406377628546554e+00,1.742406377628546554e+00
493,7.458340731200206743e-155,4.663010354259356006e-157,1.742406377628546554e+00,1.742406377628546554e+00
494,3.729170365600103372e-155,2.331505177103189387e-157,1.742406377628546554e+00,1.742406377628546554e+00
495,1.864585182800051686e-155,1.165752588604571925e-157,1.742406377628546554e+00,1.742406377628546554e+00
496,9.322925914000258429e-156,5.828762943022859627e-158,1.742406377628546554e+00,1.742406377628546554e+00
497,4.661462957000129215e-156,2.914381473630514232e-158,1.742406377628546554e+00,1.742406377628546554e+00
498,2.330731478500064607e-156,1.457190728338919037e-158,1.742406377628546554e+00,1.742406377628546554e+00
499,1.165365739250032304e-156,7.285953641694595187e-159,1.742406377628546554e+00,1.742406377628546554e+00
500,5.826828696250161518e-157,3.642976820847297594e-159,1.742406377628546554e+00,1.742406377628546554e+00
501,2.913414348125080759e-157,1.821488071370097351e-159,1.742406377628546554e+00,1.742406377628546554e+00
502,1.456707174062540380e-157,9.107453918983715308e-160,1.742406377628546554e+00,1.742406377628546554e+00
503,7.283535870312701898e-158,4.553726959491857654e-160,1.742406377628546554e+00,1.742406377628546554e+00
504,3.641767935156350949e-158,2.276890603830627547e-160,1.742406377628546554e+00,1.742406377628546554e+00
505,1.820883967578175474e-158,1.138391052776500782e-160,1.742406377628546554e+00,1.742406377628546554e+00
506,9.104419837890877372e-159,5.693040169117531506e-161,1.742406377628546554e+00,1.742406377628546554e+00
507,4.552209918945438686e-159,2.846520084558765753e-161,1.742406377628546554e+00,1.742406377628546554e+00
508,2.276104959472719343e-159,1.423260042279382876e-161,1.742406377628546554e+00,1.742406377628546554e+00
509,1.138052479736359672e-159,7.028980337440464087e-162,1.742406377628546554e+00,1.742406377628546554e+00
510,5.690262398681798358e-160,3.849931087076416048e-162,1.742406377628546554e+00,1.742406377628546554e+00
511,2.845131199340899179e-160,2.222758749485077483e-162,1.742406377628546554e+00,1.742406377628546554e+00
