Iterations,Velocity,Newton Energy,Gradient Energy,Gradient Mass Energy,Newton Direction L2,Newton Direction Linf,Newton Direction Mass Norm
2,6.32E-07,3.51E-17,1.11E-16,3.61E-16,1.29E-17,2.66E-09,4.56E-17
2,6.08E-07,3.26E-17,1.03E-16,3.36E-16,1.20E-17,2.57E-09,4.27E-17
2,5.85E-07,3.01E-17,9.59E-17,3.13E-16,1.12E-17,2.47E-09,3.99E-17
2,5.62E-07,2.78E-17,8.86E-17,2.90E-16,1.04E-17,2.38E-09,3.72E-17
2,5.38E-07,2.56E-17,8.16E-17,2.68E-16,9.62E-18,2.28E-09,3.46E-17
2,5.16E-07,2.35E-17,7.50E-17,2.47E-16,8.90E-18,2.19E-09,3.22E-17
2,4.93E-07,2.15E-17,6.87E-17,2.27E-16,8.22E-18,2.09E-09,2.98E-17
2,4.71E-07,1.96E-17,6.27E-17,2.08E-16,7.58E-18,2.00E-09,2.76E-17
2,4.48E-07,1.78E-17,5.71E-17,1.90E-16,6.98E-18,1.91E-09,2.55E-17
2,4.27E-07,1.62E-17,5.18E-17,1.73E-16,6.41E-18,1.82E-09,2.35E-17
2,4.06E-07,1.46E-17,4.68E-17,1.57E-16,5.87E-18,1.73E-09,2.16E-17
2,3.85E-07,1.32E-17,4.22E-17,1.42E-16,5.37E-18,1.64E-09,1.99E-17
2,3.65E-07,1.18E-17,3.79E-17,1.28E-16,4.90E-18,1.56E-09,1.82E-17
2,3.45E-07,1.06E-17,3.38E-17,1.14E-16,4.46E-18,1.47E-09,1.66E-17
2,3.26E-07,9.42E-18,3.01E-17,1.02E-16,4.05E-18,1.42E-09,1.52E-17
2,3.07E-07,8.36E-18,2.66E-17,9.05E-17,3.67E-18,1.37E-09,1.38E-17
2,2.88E-07,7.38E-18,2.35E-17,8.00E-17,3.31E-18,1.32E-09,1.25E-17
2,2.70E-07,6.49E-18,2.06E-17,7.03E-17,2.98E-18,1.27E-09,1.13E-17
2,2.53E-07,5.68E-18,1.79E-17,6.14E-17,2.68E-18,1.22E-09,1.02E-17
2,2.36E-07,4.94E-18,1.55E-17,5.34E-17,2.40E-18,1.17E-09,9.17E-18
2,2.19E-07,4.28E-18,1.34E-17,4.60E-17,2.14E-18,1.12E-09,8.22E-18
2,2.04E-07,3.68E-18,1.14E-17,3.95E-17,1.91E-18,1.07E-09,7.34E-18
2,1.88E-07,3.15E-18,9.70E-18,3.36E-17,1.69E-18,1.03E-09,6.53E-18
2,1.73E-07,2.67E-18,8.17E-18,2.83E-17,1.49E-18,9.80E-10,5.79E-18
2,1.59E-07,2.25E-18,6.82E-18,2.37E-17,1.31E-18,9.32E-10,5.11E-18
2,1.45E-07,1.88E-18,5.64E-18,1.96E-17,1.15E-18,8.86E-10,4.49E-18
2,1.32E-07,1.56E-18,4.61E-18,1.61E-17,9.99E-19,8.39E-10,3.93E-18
2,1.19E-07,1.29E-18,3.73E-18,1.31E-17,8.66E-19,7.93E-10,3.42E-18
2,1.07E-07,1.05E-18,2.98E-18,1.04E-17,7.46E-19,7.46E-10,2.96E-18
2,9.63E-08,8.42E-19,2.35E-18,8.24E-18,6.38E-19,7.01E-10,2.54E-18
2,8.57E-08,6.70E-19,1.82E-18,6.40E-18,5.42E-19,6.55E-10,2.17E-18
2,7.58E-08,5.26E-19,1.39E-18,4.89E-18,4.57E-19,6.09E-10,1.83E-18
2,6.67E-08,4.08E-19,1.03E-18,3.65E-18,3.81E-19,5.64E-10,1.53E-18
2,5.81E-08,3.11E-19,7.53E-19,2.67E-18,3.15E-19,5.19E-10,1.27E-18
2,5.00E-08,2.33E-19,5.34E-19,1.90E-18,2.56E-19,4.74E-10,1.04E-18
2,4.26E-08,1.71E-19,3.67E-19,1.31E-18,2.05E-19,4.29E-10,8.34E-19
2,3.59E-08,1.22E-19,2.43E-19,8.70E-19,1.61E-19,3.84E-10,6.58E-19
2,2.99E-08,8.55E-20,1.54E-19,5.53E-19,1.24E-19,3.39E-10,5.05E-19
2,2.45E-08,5.78E-20,9.19E-20,3.33E-19,9.19E-20,2.95E-10,3.76E-19
2,1.95E-08,3.75E-20,5.12E-20,1.87E-19,6.54E-20,2.51E-10,2.68E-19
2,1.52E-08,2.30E-20,2.61E-20,9.65E-20,4.38E-20,2.06E-10,1.80E-19
2,1.14E-08,1.30E-20,1.18E-20,4.44E-20,2.68E-20,1.62E-10,1.10E-19
2,7.94E-09,6.45E-21,4.52E-21,1.74E-20,1.42E-20,1.18E-10,5.84E-20
2,4.86E-09,2.43E-21,1.31E-21,5.22E-21,5.59E-21,7.46E-11,2.31E-20
2,1.98E-09,4.06E-22,1.82E-22,7.39E-22,9.60E-22,3.10E-11,3.96E-21
2,8.01E-10,6.72E-23,3.01E-23,1.19E-22,1.59E-22,1.26E-11,6.53E-22
2,3.61E-09,1.34E-21,6.62E-22,2.66E-21,3.14E-21,5.60E-11,1.30E-20
2,6.58E-09,4.42E-21,2.77E-21,1.08E-20,9.92E-21,9.93E-11,4.09E-20
2,9.81E-09,9.71E-21,7.92E-21,3.00E-20,2.06E-20,1.42E-10,8.48E-20
2,1.34E-08,1.79E-20,1.85E-20,6.88E-20,3.52E-20,1.86E-10,1.45E-19
2,1.74E-08,2.99E-20,3.78E-20,1.38E-19,5.40E-20,2.28E-10,2.22E-19
2,2.19E-08,4.67E-20,6.98E-20,2.53E-19,7.73E-20,2.71E-10,3.17E-19
2,2.69E-08,6.98E-20,1.19E-19,4.29E-19,1.05E-19,3.14E-10,4.30E-19
2,3.26E-08,1.01E-19,1.92E-19,6.86E-19,1.38E-19,3.57E-10,5.63E-19
2,3.87E-08,1.41E-19,2.93E-19,1.04E-18,1.77E-19,3.99E-10,7.18E-19
2,4.55E-08,1.93E-19,4.30E-19,1.53E-18,2.21E-19,4.42E-10,8.95E-19
2,5.28E-08,2.58E-19,6.10E-19,2.16E-18,2.71E-19,4.84E-10,1.10E-18
2,6.07E-08,3.38E-19,8.41E-19,2.97E-18,3.28E-19,5.26E-10,1.32E-18
2,6.92E-08,4.37E-19,1.13E-18,3.98E-18,3.93E-19,5.69E-10,1.58E-18
2,7.83E-08,5.56E-19,1.49E-18,5.23E-18,4.66E-19,6.11E-10,1.86E-18
2,8.78E-08,6.99E-19,1.92E-18,6.74E-18,5.47E-19,6.53E-10,2.18E-18
2,9.79E-08,8.67E-19,2.44E-18,8.54E-18,6.37E-19,6.95E-10,2.52E-18
2,1.09E-07,1.06E-18,3.06E-18,1.07E-17,7.37E-19,7.37E-10,2.91E-18
2,1.20E-07,1.29E-18,3.78E-18,1.31E-17,8.48E-19,7.79E-10,3.33E-18
2,1.31E-07,1.55E-18,4.61E-18,1.60E-17,9.69E-19,8.21E-10,3.79E-18
2,1.44E-07,1.85E-18,5.57E-18,1.93E-17,1.10E-18,8.62E-10,4.30E-18
2,1.57E-07,2.19E-18,6.65E-18,2.30E-17,1.25E-18,9.04E-10,4.84E-18
2,1.70E-07,2.57E-18,7.88E-18,2.71E-17,1.41E-18,9.46E-10,5.44E-18
2,1.84E-07,3.00E-18,9.26E-18,3.18E-17,1.58E-18,9.88E-10,6.08E-18
2,1.98E-07,3.47E-18,1.08E-17,3.70E-17,1.77E-18,1.03E-09,6.77E-18
2,2.12E-07,4.00E-18,1.25E-17,4.27E-17,1.98E-18,1.07E-09,7.52E-18
2,2.27E-07,4.57E-18,1.44E-17,4.90E-17,2.20E-18,1.11E-09,8.32E-18
2,2.42E-07,5.21E-18,1.65E-17,5.59E-17,2.43E-18,1.16E-09,9.18E-18
2,2.58E-07,5.90E-18,1.87E-17,6.34E-17,2.69E-18,1.20E-09,1.01E-17
2,2.74E-07,6.65E-18,2.12E-17,7.15E-17,2.96E-18,1.24E-09,1.11E-17
2,2.90E-07,7.47E-18,2.38E-17,8.02E-17,3.26E-18,1.28E-09,1.21E-17
2,3.07E-07,8.35E-18,2.67E-17,8.95E-17,3.57E-18,1.33E-09,1.32E-17
2,3.24E-07,9.29E-18,2.97E-17,9.94E-17,3.90E-18,1.37E-09,1.44E-17
2,3.41E-07,1.03E-17,3.30E-17,1.10E-16,4.25E-18,1.43E-09,1.56E-17
2,3.59E-07,1.14E-17,3.65E-17,1.21E-16,4.63E-18,1.50E-09,1.69E-17
2,3.76E-07,1.25E-17,4.02E-17,1.33E-16,5.02E-18,1.57E-09,1.83E-17
2,3.94E-07,1.38E-17,4.41E-17,1.46E-16,5.44E-18,1.65E-09,1.97E-17
2,4.12E-07,1.51E-17,4.83E-17,1.59E-16,5.89E-18,1.72E-09,2.12E-17
2,4.31E-07,1.64E-17,5.26E-17,1.72E-16,6.35E-18,1.80E-09,2.28E-17
2,4.50E-07,1.79E-17,5.72E-17,1.87E-16,6.84E-18,1.87E-09,2.44E-17
2,4.69E-07,1.94E-17,6.20E-17,2.02E-16,7.35E-18,1.94E-09,2.61E-17
2,4.88E-07,2.10E-17,6.70E-17,2.17E-16,7.89E-18,2.02E-09,2.79E-17
2,5.07E-07,2.26E-17,7.22E-17,2.33E-16,8.45E-18,2.09E-09,2.97E-17
2,5.26E-07,2.44E-17,7.76E-17,2.49E-16,9.03E-18,2.17E-09,3.16E-17
2,5.45E-07,2.62E-17,8.32E-17,2.66E-16,9.64E-18,2.24E-09,3.36E-17
2,5.65E-07,2.80E-17,8.89E-17,2.84E-16,1.03E-17,2.32E-09,3.56E-17
2,5.84E-07,3.00E-17,9.49E-17,3.01E-16,1.09E-17,2.39E-09,3.77E-17
2,6.03E-07,3.20E-17,1.01E-16,3.19E-16,1.16E-17,2.46E-09,3.99E-17
2,6.23E-07,3.40E-17,1.07E-16,3.38E-16,1.23E-17,2.53E-09,4.21E-17
2,6.42E-07,3.62E-17,1.14E-16,3.56E-16,1.30E-17,2.60E-09,4.44E-17
2,6.61E-07,3.83E-17,1.20E-16,3.75E-16,1.38E-17,2.67E-09,4.67E-17
2,6.80E-07,4.06E-17,1.27E-16,3.94E-16,1.45E-17,2.74E-09,4.91E-17
2,6.99E-07,4.29E-17,1.34E-16,4.13E-16,1.53E-17,2.80E-09,5.16E-17
2,7.17E-07,4.52E-17,1.40E-16,4.33E-16,1.62E-17,2.87E-09,5.40E-17
2,7.36E-07,4.76E-17,1.47E-16,4.52E-16,1.70E-17,2.93E-09,5.66E-17
2,7.54E-07,5.00E-17,1.54E-16,4.72E-16,1.78E-17,2.99E-09,5.91E-17
2,7.73E-07,5.25E-17,1.62E-16,4.91E-16,1.87E-17,3.05E-09,6.17E-17
2,7.91E-07,5.50E-17,1.69E-16,5.10E-16,1.96E-17,3.11E-09,6.44E-17
2,8.08E-07,5.75E-17,1.76E-16,5.29E-16,2.05E-17,3.17E-09,6.70E-17
2,8.26E-07,6.01E-17,1.83E-16,5.48E-16,2.14E-17,3.22E-09,6.97E-17
2,8.43E-07,6.26E-17,1.90E-16,5.67E-16,2.24E-17,3.28E-09,7.25E-17
2,8.60E-07,6.52E-17,1.97E-16,5.85E-16,2.33E-17,3.33E-09,7.52E-17
2,8.77E-07,6.78E-17,2.04E-16,6.03E-16,2.43E-17,3.38E-09,7.80E-17
2,8.93E-07,7.04E-17,2.11E-16,6.21E-16,2.53E-17,3.42E-09,8.08E-17
2,9.09E-07,7.30E-17,2.18E-16,6.38E-16,2.62E-17,3.47E-09,8.35E-17
2,9.25E-07,7.56E-17,2.25E-16,6.55E-16,2.72E-17,3.51E-09,8.63E-17
2,9.40E-07,7.82E-17,2.32E-16,6.71E-16,2.82E-17,3.55E-09,8.91E-17
2,9.55E-07,8.08E-17,2.38E-16,6.87E-16,2.92E-17,3.58E-09,9.19E-17
2,9.70E-07,8.34E-17,2.45E-16,7.02E-16,3.02E-17,3.62E-09,9.47E-17
2,9.84E-07,8.59E-17,2.51E-16,7.17E-16,3.13E-17,3.65E-09,9.75E-17
2,9.98E-07,8.84E-17,2.57E-16,7.31E-16,3.23E-17,3.67E-09,1.00E-16
2,1.01E-06,9.09E-17,2.63E-16,7.44E-16,3.33E-17,3.70E-09,1.03E-16
2,1.03E-06,9.33E-17,2.69E-16,7.57E-16,3.43E-17,3.72E-09,1.06E-16
2,1.04E-06,9.57E-17,2.74E-16,7.69E-16,3.53E-17,3.74E-09,1.08E-16
2,1.05E-06,9.81E-17,2.80E-16,7.80E-16,3.63E-17,3.76E-09,1.11E-16
2,1.06E-06,1.00E-16,2.85E-16,7.91E-16,3.73E-17,3.77E-09,1.14E-16
2,1.08E-06,1.03E-16,2.90E-16,8.00E-16,3.83E-17,3.78E-09,1.16E-16
2,1.09E-06,1.05E-16,2.94E-16,8.09E-16,3.92E-17,3.79E-09,1.19E-16
2,1.10E-06,1.07E-16,2.98E-16,8.18E-16,4.02E-17,3.79E-09,1.21E-16
2,1.11E-06,1.09E-16,3.02E-16,8.25E-16,4.11E-17,3.84E-09,1.24E-16
2,1.12E-06,1.11E-16,3.06E-16,8.32E-16,4.21E-17,3.91E-09,1.26E-16
2,1.13E-06,1.13E-16,3.10E-16,8.37E-16,4.30E-17,3.97E-09,1.29E-16
2,1.14E-06,1.14E-16,3.13E-16,8.42E-16,4.39E-17,4.03E-09,1.31E-16
2,1.14E-06,1.16E-16,3.16E-16,8.46E-16,4.48E-17,4.10E-09,1.33E-16
2,1.15E-06,1.18E-16,3.18E-16,8.50E-16,4.56E-17,4.16E-09,1.36E-16
2,1.16E-06,1.19E-16,3.20E-16,8.52E-16,4.64E-17,4.22E-09,1.38E-16
2,1.17E-06,1.21E-16,3.22E-16,8.54E-16,4.72E-17,4.28E-09,1.40E-16
2,1.17E-06,1.22E-16,3.24E-16,8.55E-16,4.80E-17,4.34E-09,1.42E-16
2,1.18E-06,1.23E-16,3.25E-16,8.55E-16,4.88E-17,4.41E-09,1.44E-16
2,1.18E-06,1.24E-16,3.26E-16,8.55E-16,4.95E-17,4.47E-09,1.46E-16
2,1.19E-06,1.25E-16,3.27E-16,8.53E-16,5.02E-17,4.53E-09,1.48E-16
2,1.19E-06,1.26E-16,3.27E-16,8.51E-16,5.08E-17,4.59E-09,1.49E-16
2,1.19E-06,1.27E-16,3.27E-16,8.49E-16,5.14E-17,4.65E-09,1.51E-16
2,1.20E-06,1.27E-16,3.26E-16,8.45E-16,5.20E-17,4.70E-09,1.53E-16
2,1.20E-06,1.28E-16,3.26E-16,8.41E-16,5.26E-17,4.76E-09,1.54E-16
2,1.20E-06,1.28E-16,3.25E-16,8.36E-16,5.31E-17,4.82E-09,1.56E-16
2,1.20E-06,1.29E-16,3.23E-16,8.31E-16,5.36E-17,4.87E-09,1.57E-16
2,1.20E-06,1.29E-16,3.22E-16,8.25E-16,5.40E-17,4.93E-09,1.58E-16
2,1.20E-06,1.29E-16,3.20E-16,8.18E-16,5.44E-17,4.98E-09,1.60E-16
2,1.20E-06,1.29E-16,3.17E-16,8.11E-16,5.47E-17,5.03E-09,1.61E-16
2,1.20E-06,1.29E-16,3.15E-16,8.04E-16,5.50E-17,5.09E-09,1.62E-16
2,1.20E-06,1.29E-16,3.12E-16,7.95E-16,5.53E-17,5.14E-09,1.63E-16
2,1.20E-06,1.28E-16,3.09E-16,7.87E-16,5.55E-17,5.18E-09,1.64E-16
2,1.20E-06,1.28E-16,3.06E-16,7.78E-16,5.57E-17,5.23E-09,1.64E-16
2,1.19E-06,1.27E-16,3.02E-16,7.68E-16,5.58E-17,5.28E-09,1.65E-16
2,1.19E-06,1.26E-16,2.98E-16,7.58E-16,5.59E-17,5.32E-09,1.66E-16
2,1.19E-06,1.26E-16,2.94E-16,7.48E-16,5.60E-17,5.36E-09,1.66E-16
2,1.18E-06,1.25E-16,2.90E-16,7.37E-16,5.60E-17,5.40E-09,1.66E-16
2,1.18E-06,1.24E-16,2.86E-16,7.26E-16,5.59E-17,5.44E-09,1.67E-16
2,1.17E-06,1.23E-16,2.81E-16,7.15E-16,5.59E-17,5.47E-09,1.67E-16
2,1.17E-06,1.21E-16,2.76E-16,7.03E-16,5.57E-17,5.51E-09,1.67E-16
2,1.16E-06,1.20E-16,2.71E-16,6.91E-16,5.55E-17,5.54E-09,1.67E-16
2,1.15E-06,1.19E-16,2.66E-16,6.79E-16,5.53E-17,5.57E-09,1.67E-16
2,1.15E-06,1.17E-16,2.61E-16,6.67E-16,5.50E-17,5.59E-09,1.67E-16
2,1.14E-06,1.16E-16,2.55E-16,6.54E-16,5.47E-17,5.62E-09,1.66E-16
2,1.13E-06,1.14E-16,2.50E-16,6.41E-16,5.44E-17,5.64E-09,1.66E-16
2,1.12E-06,1.12E-16,2.44E-16,6.28E-16,5.40E-17,5.66E-09,1.65E-16
2,1.11E-06,1.11E-16,2.38E-16,6.15E-16,5.35E-17,5.67E-09,1.64E-16
2,1.10E-06,1.09E-16,2.33E-16,6.02E-16,5.30E-17,5.69E-09,1.64E-16
2,1.09E-06,1.07E-16,2.27E-16,5.89E-16,5.25E-17,5.70E-09,1.63E-16
2,1.08E-06,1.05E-16,2.21E-16,5.76E-16,5.20E-17,5.70E-09,1.62E-16
2,1.07E-06,1.03E-16,2.15E-16,5.62E-16,5.13E-17,5.71E-09,1.61E-16
2,1.06E-06,1.01E-16,2.09E-16,5.49E-16,5.07E-17,5.71E-09,1.59E-16
2,1.05E-06,9.85E-17,2.03E-16,5.35E-16,5.00E-17,5.71E-09,1.58E-16
2,1.04E-06,9.63E-17,1.96E-16,5.22E-16,4.93E-17,5.71E-09,1.57E-16
2,1.03E-06,9.41E-17,1.90E-16,5.08E-16,4.85E-17,5.70E-09,1.55E-16
2,1.01E-06,9.18E-17,1.84E-16,4.95E-16,4.77E-17,5.69E-09,1.53E-16
2,1.00E-06,8.95E-17,1.78E-16,4.81E-16,4.69E-17,5.67E-09,1.52E-16
2,9.86E-07,8.72E-17,1.72E-16,4.68E-16,4.61E-17,5.66E-09,1.50E-16
2,9.73E-07,8.48E-17,1.66E-16,4.54E-16,4.52E-17,5.63E-09,1.48E-16
2,9.59E-07,8.24E-17,1.60E-16,4.41E-16,4.43E-17,5.61E-09,1.45E-16
2,9.45E-07,8.01E-17,1.54E-16,4.28E-16,4.33E-17,5.58E-09,1.43E-16
2,9.31E-07,7.77E-17,1.48E-16,4.14E-16,4.24E-17,5.55E-09,1.41E-16
2,9.16E-07,7.52E-17,1.43E-16,4.01E-16,4.14E-17,5.52E-09,1.38E-16
2,9.01E-07,7.28E-17,1.37E-16,3.88E-16,4.04E-17,5.48E-09,1.36E-16
2,8.86E-07,7.04E-17,1.31E-16,3.75E-16,3.93E-17,5.44E-09,1.33E-16
2,8.70E-07,6.80E-17,1.26E-16,3.62E-16,3.83E-17,5.39E-09,1.30E-16
2,8.54E-07,6.56E-17,1.20E-16,3.49E-16,3.72E-17,5.34E-09,1.27E-16
2,8.38E-07,6.32E-17,1.15E-16,3.37E-16,3.61E-17,5.29E-09,1.24E-16
2,8.22E-07,6.08E-17,1.10E-16,3.24E-16,3.50E-17,5.24E-09,1.21E-16
2,8.06E-07,5.85E-17,1.05E-16,3.12E-16,3.39E-17,5.18E-09,1.18E-16
2,7.89E-07,5.61E-17,9.96E-17,3.00E-16,3.28E-17,5.12E-09,1.15E-16
2,7.72E-07,5.38E-17,9.47E-17,2.88E-16,3.17E-17,5.05E-09,1.12E-16
2,7.55E-07,5.15E-17,8.99E-17,2.76E-16,3.06E-17,4.98E-09,1.08E-16
2,7.38E-07,4.92E-17,8.53E-17,2.64E-16,2.94E-17,4.91E-09,1.05E-16
2,7.21E-07,4.70E-17,8.08E-17,2.52E-16,2.83E-17,4.83E-09,1.01E-16
2,7.03E-07,4.48E-17,7.64E-17,2.41E-16,2.71E-17,4.75E-09,9.80E-17
2,6.86E-07,4.26E-17,7.21E-17,2.30E-16,2.60E-17,4.67E-09,9.44E-17
2,6.68E-07,4.05E-17,6.80E-17,2.19E-16,2.49E-17,4.58E-09,9.08E-17
2,6.50E-07,3.84E-17,6.40E-17,2.08E-16,2.38E-17,4.49E-09,8.72E-17
2,6.32E-07,3.64E-17,6.02E-17,1.97E-16,2.26E-17,4.40E-09,8.35E-17
2,6.14E-07,3.44E-17,5.65E-17,1.87E-16,2.15E-17,4.30E-09,7.99E-17
2,5.96E-07,3.24E-17,5.29E-17,1.77E-16,2.04E-17,4.21E-09,7.62E-17
2,5.77E-07,3.05E-17,4.94E-17,1.67E-16,1.94E-17,4.10E-09,7.25E-17
2,5.59E-07,2.87E-17,4.61E-17,1.57E-16,1.83E-17,4.00E-09,6.89E-17
2,5.40E-07,2.69E-17,4.30E-17,1.48E-16,1.72E-17,3.89E-09,6.53E-17
2,5.22E-07,2.52E-17,3.99E-17,1.39E-16,1.62E-17,3.78E-09,6.16E-17
2,5.03E-07,2.35E-17,3.70E-17,1.30E-16,1.52E-17,3.67E-09,5.81E-17
2,4.84E-07,2.18E-17,3.42E-17,1.21E-16,1.42E-17,3.55E-09,5.45E-17
2,4.65E-07,2.03E-17,3.16E-17,1.13E-16,1.33E-17,3.43E-09,5.11E-17
2,4.47E-07,1.88E-17,2.90E-17,1.05E-16,1.23E-17,3.31E-09,4.76E-17
2,4.28E-07,1.73E-17,2.67E-17,9.69E-17,1.14E-17,3.19E-09,4.43E-17
2,4.09E-07,1.59E-17,2.44E-17,8.93E-17,1.05E-17,3.06E-09,4.10E-17
2,3.90E-07,1.46E-17,2.22E-17,8.21E-17,9.69E-18,2.93E-09,3.78E-17
2,3.71E-07,1.33E-17,2.02E-17,7.51E-17,8.87E-18,2.80E-09,3.48E-17
2,3.52E-07,1.21E-17,1.83E-17,6.85E-17,8.09E-18,2.67E-09,3.18E-17
2,3.34E-07,1.09E-17,1.65E-17,6.22E-17,7.34E-18,2.54E-09,2.89E-17
2,3.15E-07,9.86E-18,1.48E-17,5.62E-17,6.62E-18,2.40E-09,2.61E-17
2,2.96E-07,8.83E-18,1.33E-17,5.05E-17,5.95E-18,2.27E-09,2.35E-17
2,2.77E-07,7.88E-18,1.18E-17,4.51E-17,5.31E-18,2.13E-09,2.10E-17
2,2.58E-07,6.98E-18,1.04E-17,4.01E-17,4.70E-18,1.99E-09,1.86E-17
2,2.39E-07,6.15E-18,9.21E-18,3.54E-17,4.14E-18,1.84E-09,1.64E-17
2,2.20E-07,5.38E-18,8.07E-18,3.11E-17,3.62E-18,1.70E-09,1.43E-17
2,2.00E-07,4.68E-18,7.03E-18,2.71E-17,3.14E-18,1.56E-09,1.24E-17
2,1.81E-07,4.04E-18,6.10E-18,2.35E-17,2.70E-18,1.41E-09,1.06E-17
2,1.62E-07,3.47E-18,5.26E-18,2.02E-17,2.31E-18,1.27E-09,9.02E-18
2,1.43E-07,2.96E-18,4.52E-18,1.73E-17,1.95E-18,1.12E-09,7.59E-18
2,1.24E-07,2.51E-18,3.88E-18,1.47E-17,1.64E-18,9.74E-10,6.32E-18
2,1.05E-07,2.13E-18,3.33E-18,1.25E-17,1.37E-18,8.28E-10,5.23E-18
2,1.05E-07,1.81E-18,2.87E-18,1.06E-17,1.15E-18,8.29E-10,4.32E-18
2,1.05E-07,1.55E-18,2.50E-18,9.11E-18,9.70E-19,8.29E-10,3.58E-18
2,1.05E-07,1.36E-18,2.22E-18,7.98E-18,8.34E-19,8.29E-10,3.02E-18
2,1.05E-07,1.23E-18,2.03E-18,7.21E-18,7.41E-19,8.28E-10,2.64E-18
2,1.05E-07,1.16E-18,1.93E-18,6.79E-18,6.92E-19,8.27E-10,2.43E-18
2,1.05E-07,1.15E-18,1.92E-18,6.74E-18,6.87E-19,8.26E-10,2.41E-18
2,1.05E-07,1.20E-18,1.99E-18,7.05E-18,7.24E-19,8.25E-10,2.57E-18
2,1.05E-07,1.31E-18,2.15E-18,7.71E-18,8.04E-19,8.23E-10,2.90E-18
2,1.04E-07,1.49E-18,2.40E-18,8.73E-18,9.26E-19,8.22E-10,3.40E-18
2,1.04E-07,1.72E-18,2.73E-18,1.01E-17,1.09E-18,8.20E-10,4.08E-18
2,1.04E-07,2.01E-18,3.15E-18,1.18E-17,1.29E-18,8.19E-10,4.93E-18
2,1.19E-07,2.36E-18,3.65E-18,1.39E-17,1.54E-18,9.33E-10,5.94E-18
2,1.37E-07,2.77E-18,4.23E-18,1.63E-17,1.82E-18,1.07E-09,7.11E-18
2,1.56E-07,3.23E-18,4.90E-18,1.90E-17,2.15E-18,1.22E-09,8.44E-18
2,1.74E-07,3.75E-18,5.66E-18,2.21E-17,2.51E-18,1.36E-09,9.92E-18
2,1.92E-07,4.33E-18,6.50E-18,2.55E-17,2.90E-18,1.49E-09,1.15E-17
2,2.10E-07,4.96E-18,7.43E-18,2.92E-17,3.33E-18,1.63E-09,1.33E-17
2,2.28E-07,5.64E-18,8.45E-18,3.32E-17,3.80E-18,1.76E-09,1.52E-17
2,2.46E-07,6.38E-18,9.55E-18,3.76E-17,4.30E-18,1.90E-09,1.73E-17
2,2.64E-07,7.17E-18,1.07E-17,4.22E-17,4.83E-18,2.03E-09,1.94E-17
2,2.81E-07,8.01E-18,1.20E-17,4.71E-17,5.40E-18,2.16E-09,2.17E-17
2,2.99E-07,8.90E-18,1.34E-17,5.24E-17,5.99E-18,2.28E-09,2.40E-17
2,3.16E-07,9.84E-18,1.48E-17,5.79E-17,6.61E-18,2.41E-09,2.65E-17
2,3.33E-07,1.08E-17,1.64E-17,6.36E-17,7.25E-18,2.53E-09,2.91E-17
2,3.51E-07,1.19E-17,1.80E-17,6.97E-17,7.92E-18,2.65E-09,3.17E-17
2,3.68E-07,1.29E-17,1.97E-17,7.59E-17,8.62E-18,2.77E-09,3.45E-17
2,3.85E-07,1.41E-17,2.15E-17,8.25E-17,9.34E-18,2.88E-09,3.73E-17
2,4.01E-07,1.52E-17,2.34E-17,8.92E-17,1.01E-17,3.00E-09,4.01E-17
2,4.18E-07,1.65E-17,2.54E-17,9.62E-17,1.08E-17,3.11E-09,4.30E-17
2,4.35E-07,1.77E-17,2.75E-17,1.03E-16,1.16E-17,3.21E-09,4.60E-17
2,4.52E-07,1.90E-17,2.97E-17,1.11E-16,1.24E-17,3.32E-09,4.90E-17
2,4.68E-07,2.03E-17,3.20E-17,1.18E-16,1.32E-17,3.42E-09,5.20E-17
2,4.84E-07,2.17E-17,3.43E-17,1.26E-16,1.40E-17,3.52E-09,5.50E-17
2,5.01E-07,2.31E-17,3.68E-17,1.34E-16,1.48E-17,3.61E-09,5.81E-17
2,5.17E-07,2.45E-17,3.93E-17,1.42E-16,1.57E-17,3.71E-09,6.11E-17
2,5.33E-07,2.60E-17,4.19E-17,1.51E-16,1.65E-17,3.80E-09,6.42E-17
2,5.48E-07,2.75E-17,4.46E-17,1.59E-16,1.74E-17,3.88E-09,6.72E-17
2,5.64E-07,2.90E-17,4.74E-17,1.68E-16,1.82E-17,3.96E-09,7.02E-17
2,5.79E-07,3.05E-17,5.03E-17,1.77E-16,1.91E-17,4.04E-09,7.32E-17
2,5.94E-07,3.21E-17,5.33E-17,1.86E-16,1.99E-17,4.12E-09,7.62E-17
2,6.09E-07,3.37E-17,5.63E-17,1.95E-16,2.08E-17,4.20E-09,7.91E-17
2,6.24E-07,3.53E-17,5.95E-17,2.04E-16,2.16E-17,4.27E-09,8.20E-17
2,6.39E-07,3.69E-17,6.27E-17,2.13E-16,2.25E-17,4.33E-09,8.48E-17
2,6.53E-07,3.86E-17,6.60E-17,2.22E-16,2.33E-17,4.40E-09,8.76E-17
2,6.67E-07,4.02E-17,6.93E-17,2.32E-16,2.41E-17,4.46E-09,9.03E-17
2,6.81E-07,4.19E-17,7.28E-17,2.41E-16,2.50E-17,4.51E-09,9.30E-17
2,6.95E-07,4.36E-17,7.63E-17,2.50E-16,2.58E-17,4.57E-09,9.56E-17
2,7.09E-07,4.52E-17,7.98E-17,2.60E-16,2.66E-17,4.62E-09,9.81E-17
2,7.22E-07,4.69E-17,8.35E-17,2.70E-16,2.74E-17,4.67E-09,1.01E-16
