Iterations,Velocity,Newton Energy,Gradient Energy,Gradient Mass Energy,Newton Direction L2,Newton Direction Linf,Newton Direction Mass Norm
2,1.33E-06,1.25E-08,2.17E-08,3.75E-08,7.44E-09,5.15E-09,1.34E-08
2,1.36E-06,1.27E-08,2.22E-08,3.81E-08,7.62E-09,5.24E-09,1.37E-08
2,1.39E-06,1.30E-08,2.26E-08,3.88E-08,7.79E-09,5.32E-09,1.40E-08
2,1.41E-06,1.33E-08,2.30E-08,3.94E-08,7.96E-09,5.40E-09,1.42E-08
2,1.44E-06,1.36E-08,2.34E-08,4.00E-08,8.13E-09,5.48E-09,1.45E-08
2,1.47E-06,1.38E-08,2.38E-08,4.06E-08,8.30E-09,5.55E-09,1.48E-08
2,1.50E-06,1.41E-08,2.42E-08,4.11E-08,8.47E-09,5.61E-09,1.50E-08
2,1.52E-06,1.43E-08,2.46E-08,4.17E-08,8.63E-09,5.67E-09,1.53E-08
2,1.55E-06,1.46E-08,2.49E-08,4.21E-08,8.79E-09,5.73E-09,1.55E-08
2,1.57E-06,1.48E-08,2.53E-08,4.26E-08,8.95E-09,5.77E-09,1.58E-08
2,1.60E-06,1.51E-08,2.56E-08,4.30E-08,9.11E-09,5.82E-09,1.60E-08
2,1.62E-06,1.53E-08,2.59E-08,4.34E-08,9.26E-09,5.86E-09,1.62E-08
2,1.64E-06,1.55E-08,2.62E-08,4.38E-08,9.41E-09,5.89E-09,1.65E-08
2,1.67E-06,1.57E-08,2.65E-08,4.42E-08,9.55E-09,5.91E-09,1.67E-08
2,1.69E-06,1.59E-08,2.67E-08,4.45E-08,9.70E-09,5.93E-09,1.69E-08
2,1.71E-06,1.61E-08,2.70E-08,4.48E-08,9.84E-09,5.95E-09,1.71E-08
2,1.73E-06,1.63E-08,2.72E-08,4.50E-08,9.97E-09,5.96E-09,1.73E-08
2,1.74E-06,1.64E-08,2.74E-08,4.52E-08,1.01E-08,6.05E-09,1.75E-08
2,1.76E-06,1.66E-08,2.76E-08,4.54E-08,1.02E-08,6.16E-09,1.77E-08
2,1.78E-06,1.68E-08,2.78E-08,4.56E-08,1.04E-08,6.27E-09,1.79E-08
2,1.79E-06,1.69E-08,2.79E-08,4.57E-08,1.05E-08,6.38E-09,1.81E-08
2,1.81E-06,1.70E-08,2.81E-08,4.59E-08,1.06E-08,6.49E-09,1.82E-08
2,1.82E-06,1.72E-08,2.82E-08,4.59E-08,1.07E-08,6.60E-09,1.84E-08
2,1.83E-06,1.73E-08,2.83E-08,4.60E-08,1.08E-08,6.71E-09,1.86E-08
2,1.84E-06,1.74E-08,2.83E-08,4.60E-08,1.09E-08,6.82E-09,1.87E-08
2,1.85E-06,1.75E-08,2.84E-08,4.60E-08,1.10E-08,6.92E-09,1.89E-08
2,1.86E-06,1.76E-08,2.85E-08,4.60E-08,1.11E-08,7.03E-09,1.90E-08
2,1.87E-06,1.76E-08,2.85E-08,4.60E-08,1.12E-08,7.14E-09,1.91E-08
2,1.88E-06,1.77E-08,2.85E-08,4.59E-08,1.12E-08,7.24E-09,1.92E-08
2,1.88E-06,1.78E-08,2.85E-08,4.58E-08,1.13E-08,7.34E-09,1.94E-08
2,1.89E-06,1.78E-08,2.84E-08,4.57E-08,1.14E-08,7.45E-09,1.95E-08
2,1.89E-06,1.78E-08,2.84E-08,4.55E-08,1.14E-08,7.55E-09,1.96E-08
2,1.89E-06,1.79E-08,2.83E-08,4.54E-08,1.15E-08,7.64E-09,1.97E-08
2,1.89E-06,1.79E-08,2.83E-08,4.52E-08,1.16E-08,7.74E-09,1.98E-08
2,1.90E-06,1.79E-08,2.82E-08,4.50E-08,1.16E-08,7.83E-09,1.98E-08
2,1.89E-06,1.79E-08,2.81E-08,4.48E-08,1.16E-08,7.92E-09,1.99E-08
2,1.89E-06,1.79E-08,2.79E-08,4.45E-08,1.17E-08,8.01E-09,2.00E-08
2,1.89E-06,1.78E-08,2.78E-08,4.43E-08,1.17E-08,8.10E-09,2.00E-08
2,1.89E-06,1.78E-08,2.76E-08,4.40E-08,1.17E-08,8.18E-09,2.01E-08
2,1.88E-06,1.78E-08,2.74E-08,4.37E-08,1.18E-08,8.26E-09,2.01E-08
2,1.88E-06,1.77E-08,2.73E-08,4.34E-08,1.18E-08,8.34E-09,2.02E-08
2,1.87E-06,1.77E-08,2.70E-08,4.30E-08,1.18E-08,8.41E-09,2.02E-08
2,1.86E-06,1.76E-08,2.68E-08,4.27E-08,1.18E-08,8.48E-09,2.02E-08
2,1.85E-06,1.75E-08,2.66E-08,4.23E-08,1.18E-08,8.55E-09,2.03E-08
2,1.84E-06,1.74E-08,2.64E-08,4.19E-08,1.18E-08,8.61E-09,2.03E-08
2,1.83E-06,1.73E-08,2.61E-08,4.15E-08,1.17E-08,8.66E-09,2.03E-08
2,1.82E-06,1.72E-08,2.58E-08,4.11E-08,1.17E-08,8.72E-09,2.03E-08
2,1.81E-06,1.71E-08,2.55E-08,4.07E-08,1.17E-08,8.76E-09,2.03E-08
2,1.79E-06,1.70E-08,2.52E-08,4.03E-08,1.16E-08,8.81E-09,2.02E-08
2,1.78E-06,1.68E-08,2.49E-08,3.99E-08,1.16E-08,8.85E-09,2.02E-08
2,1.76E-06,1.67E-08,2.46E-08,3.94E-08,1.16E-08,8.88E-09,2.02E-08
2,1.75E-06,1.65E-08,2.43E-08,3.89E-08,1.15E-08,8.91E-09,2.01E-08
2,1.73E-06,1.64E-08,2.40E-08,3.85E-08,1.14E-08,8.93E-09,2.01E-08
2,1.71E-06,1.62E-08,2.36E-08,3.80E-08,1.14E-08,8.95E-09,2.00E-08
2,1.69E-06,1.60E-08,2.33E-08,3.75E-08,1.13E-08,8.96E-09,1.99E-08
2,1.68E-06,1.59E-08,2.29E-08,3.70E-08,1.12E-08,8.96E-09,1.98E-08
2,1.66E-06,1.57E-08,2.25E-08,3.65E-08,1.11E-08,8.96E-09,1.98E-08
2,1.64E-06,1.55E-08,2.21E-08,3.60E-08,1.11E-08,8.96E-09,1.97E-08
2,1.61E-06,1.53E-08,2.18E-08,3.54E-08,1.10E-08,8.94E-09,1.95E-08
2,1.59E-06,1.51E-08,2.14E-08,3.49E-08,1.09E-08,8.93E-09,1.94E-08
2,1.57E-06,1.49E-08,2.10E-08,3.44E-08,1.08E-08,8.90E-09,1.93E-08
2,1.55E-06,1.46E-08,2.06E-08,3.38E-08,1.06E-08,8.87E-09,1.92E-08
2,1.52E-06,1.44E-08,2.02E-08,3.33E-08,1.05E-08,8.83E-09,1.90E-08
2,1.50E-06,1.42E-08,1.97E-08,3.27E-08,1.04E-08,8.78E-09,1.88E-08
2,1.47E-06,1.40E-08,1.93E-08,3.22E-08,1.03E-08,8.73E-09,1.87E-08
2,1.45E-06,1.37E-08,1.89E-08,3.16E-08,1.01E-08,8.67E-09,1.85E-08
2,1.42E-06,1.35E-08,1.85E-08,3.10E-08,1.00E-08,8.61E-09,1.83E-08
2,1.39E-06,1.32E-08,1.81E-08,3.04E-08,9.87E-09,8.54E-09,1.81E-08
2,1.37E-06,1.30E-08,1.76E-08,2.98E-08,9.72E-09,8.46E-09,1.79E-08
2,1.34E-06,1.27E-08,1.72E-08,2.93E-08,9.57E-09,8.37E-09,1.77E-08
2,1.31E-06,1.24E-08,1.68E-08,2.87E-08,9.41E-09,8.28E-09,1.74E-08
2,1.28E-06,1.22E-08,1.63E-08,2.81E-08,9.25E-09,8.18E-09,1.72E-08
2,1.25E-06,1.19E-08,1.59E-08,2.74E-08,9.08E-09,8.07E-09,1.69E-08
2,1.22E-06,1.16E-08,1.55E-08,2.68E-08,8.91E-09,7.96E-09,1.67E-08
2,1.19E-06,1.14E-08,1.50E-08,2.62E-08,8.73E-09,7.84E-09,1.64E-08
2,1.16E-06,1.11E-08,1.46E-08,2.56E-08,8.55E-09,7.72E-09,1.61E-08
2,1.13E-06,1.08E-08,1.42E-08,2.50E-08,8.37E-09,7.58E-09,1.58E-08
2,1.10E-06,1.05E-08,1.37E-08,2.43E-08,8.18E-09,7.44E-09,1.55E-08
2,1.07E-06,1.02E-08,1.33E-08,2.37E-08,7.99E-09,7.30E-09,1.52E-08
2,1.04E-06,9.93E-09,1.29E-08,2.31E-08,7.79E-09,7.14E-09,1.49E-08
2,1.01E-06,9.64E-09,1.24E-08,2.24E-08,7.59E-09,6.98E-09,1.45E-08
2,9.76E-07,9.35E-09,1.20E-08,2.18E-08,7.39E-09,6.82E-09,1.42E-08
2,9.44E-07,9.06E-09,1.16E-08,2.11E-08,7.18E-09,6.65E-09,1.38E-08
2,9.12E-07,8.76E-09,1.12E-08,2.05E-08,6.97E-09,6.47E-09,1.35E-08
2,8.80E-07,8.47E-09,1.07E-08,1.98E-08,6.76E-09,6.29E-09,1.31E-08
2,8.47E-07,8.17E-09,1.03E-08,1.91E-08,6.54E-09,6.10E-09,1.27E-08
2,8.15E-07,7.87E-09,9.92E-09,1.85E-08,6.32E-09,5.91E-09,1.23E-08
2,7.82E-07,7.58E-09,9.51E-09,1.78E-08,6.10E-09,5.71E-09,1.19E-08
2,7.49E-07,7.28E-09,9.11E-09,1.71E-08,5.87E-09,5.50E-09,1.15E-08
2,7.16E-07,6.98E-09,8.71E-09,1.65E-08,5.65E-09,5.30E-09,1.11E-08
2,6.83E-07,6.68E-09,8.31E-09,1.58E-08,5.42E-09,5.08E-09,1.07E-08
2,6.51E-07,6.39E-09,7.92E-09,1.51E-08,5.19E-09,4.86E-09,1.02E-08
2,6.18E-07,6.09E-09,7.53E-09,1.44E-08,4.96E-09,4.64E-09,9.78E-09
2,5.85E-07,5.79E-09,7.15E-09,1.38E-08,4.73E-09,4.41E-09,9.34E-09
2,5.52E-07,5.50E-09,6.77E-09,1.31E-08,4.49E-09,4.18E-09,8.89E-09
2,5.19E-07,5.21E-09,6.40E-09,1.24E-08,4.26E-09,3.95E-09,8.44E-09
2,4.86E-07,4.92E-09,6.04E-09,1.17E-08,4.03E-09,3.71E-09,7.98E-09
2,4.52E-07,4.63E-09,5.68E-09,1.11E-08,3.79E-09,3.47E-09,7.53E-09
2,4.19E-07,4.35E-09,5.33E-09,1.04E-08,3.56E-09,3.23E-09,7.07E-09
2,3.86E-07,4.07E-09,4.99E-09,9.76E-09,3.33E-09,2.98E-09,6.61E-09
2,3.53E-07,3.79E-09,4.65E-09,9.11E-09,3.10E-09,2.73E-09,6.16E-09
2,3.20E-07,3.53E-09,4.33E-09,8.48E-09,2.88E-09,2.48E-09,5.71E-09
2,2.87E-07,3.27E-09,4.02E-09,7.87E-09,2.66E-09,2.23E-09,5.26E-09
2,2.53E-07,3.02E-09,3.73E-09,7.27E-09,2.45E-09,1.98E-09,4.83E-09
2,2.20E-07,2.78E-09,3.45E-09,6.71E-09,2.25E-09,1.72E-09,4.41E-09
2,1.87E-07,2.56E-09,3.19E-09,6.18E-09,2.05E-09,1.47E-09,4.01E-09
2,1.82E-07,2.35E-09,2.96E-09,5.70E-09,1.88E-09,1.43E-09,3.64E-09
2,1.82E-07,2.18E-09,2.76E-09,5.27E-09,1.72E-09,1.43E-09,3.31E-09
2,1.82E-07,2.03E-09,2.60E-09,4.92E-09,1.59E-09,1.43E-09,3.03E-09
2,1.82E-07,1.92E-09,2.48E-09,4.66E-09,1.50E-09,1.43E-09,2.83E-09
2,1.82E-07,1.86E-09,2.41E-09,4.51E-09,1.44E-09,1.43E-09,2.70E-09
2,1.82E-07,1.85E-09,2.39E-09,4.48E-09,1.43E-09,1.43E-09,2.68E-09
2,1.81E-07,1.89E-09,2.43E-09,4.57E-09,1.46E-09,1.42E-09,2.75E-09
2,1.81E-07,1.97E-09,2.52E-09,4.77E-09,1.54E-09,1.42E-09,2.92E-09
2,1.80E-07,2.09E-09,2.66E-09,5.07E-09,1.65E-09,1.42E-09,3.16E-09
2,1.80E-07,2.25E-09,2.83E-09,5.45E-09,1.79E-09,1.41E-09,3.45E-09
2,1.79E-07,2.43E-09,3.04E-09,5.89E-09,1.95E-09,1.41E-09,3.80E-09
2,2.03E-07,2.63E-09,3.27E-09,6.38E-09,2.12E-09,1.59E-09,4.17E-09
2,2.35E-07,2.85E-09,3.53E-09,6.91E-09,2.31E-09,1.83E-09,4.56E-09
2,2.66E-07,3.08E-09,3.80E-09,7.47E-09,2.51E-09,2.08E-09,4.97E-09
2,2.98E-07,3.32E-09,4.08E-09,8.06E-09,2.71E-09,2.31E-09,5.39E-09
2,3.29E-07,3.57E-09,4.38E-09,8.66E-09,2.92E-09,2.55E-09,5.82E-09
2,3.60E-07,3.82E-09,4.68E-09,9.27E-09,3.13E-09,2.78E-09,6.24E-09
2,3.91E-07,4.07E-09,4.99E-09,9.89E-09,3.34E-09,3.01E-09,6.67E-09
2,4.21E-07,4.33E-09,5.31E-09,1.05E-08,3.55E-09,3.24E-09,7.10E-09
2,4.52E-07,4.59E-09,5.63E-09,1.11E-08,3.76E-09,3.46E-09,7.53E-09
2,4.82E-07,4.85E-09,5.96E-09,1.18E-08,3.97E-09,3.68E-09,7.95E-09
2,5.12E-07,5.11E-09,6.29E-09,1.24E-08,4.18E-09,3.89E-09,8.37E-09
2,5.42E-07,5.37E-09,6.63E-09,1.30E-08,4.39E-09,4.10E-09,8.78E-09
2,5.71E-07,5.64E-09,6.96E-09,1.37E-08,4.60E-09,4.30E-09,9.19E-09
2,6.00E-07,5.90E-09,7.30E-09,1.43E-08,4.80E-09,4.50E-09,9.59E-09
2,6.29E-07,6.16E-09,7.65E-09,1.49E-08,5.00E-09,4.69E-09,9.98E-09
2,6.58E-07,6.42E-09,7.99E-09,1.55E-08,5.20E-09,4.88E-09,1.04E-08
2,6.87E-07,6.68E-09,8.34E-09,1.62E-08,5.40E-09,5.06E-09,1.07E-08
2,7.16E-07,6.93E-09,8.69E-09,1.68E-08,5.59E-09,5.24E-09,1.11E-08
2,7.44E-07,7.19E-09,9.04E-09,1.74E-08,5.78E-09,5.41E-09,1.15E-08
2,7.72E-07,7.44E-09,9.39E-09,1.80E-08,5.97E-09,5.58E-09,1.18E-08
2,7.99E-07,7.69E-09,9.74E-09,1.86E-08,6.15E-09,5.74E-09,1.22E-08
2,8.27E-07,7.94E-09,1.01E-08,1.92E-08,6.33E-09,5.89E-09,1.25E-08
2,8.54E-07,8.19E-09,1.04E-08,1.97E-08,6.51E-09,6.04E-09,1.28E-08
2,8.81E-07,8.43E-09,1.08E-08,2.03E-08,6.68E-09,6.18E-09,1.31E-08
2,9.07E-07,8.67E-09,1.12E-08,2.09E-08,6.84E-09,6.32E-09,1.34E-08
2,9.33E-07,8.91E-09,1.15E-08,2.15E-08,7.01E-09,6.45E-09,1.37E-08
2,9.58E-07,9.15E-09,1.19E-08,2.20E-08,7.17E-09,6.57E-09,1.40E-08
2,9.84E-07,9.38E-09,1.22E-08,2.26E-08,7.32E-09,6.69E-09,1.43E-08
2,1.01E-06,9.61E-09,1.26E-08,2.31E-08,7.47E-09,6.80E-09,1.45E-08
2,1.03E-06,9.84E-09,1.29E-08,2.36E-08,7.62E-09,6.90E-09,1.48E-08
2,1.06E-06,1.01E-08,1.33E-08,2.42E-08,7.76E-09,7.00E-09,1.50E-08
2,1.08E-06,1.03E-08,1.36E-08,2.47E-08,7.90E-09,7.09E-09,1.52E-08
2,1.10E-06,1.05E-08,1.40E-08,2.52E-08,8.03E-09,7.18E-09,1.54E-08
2,1.13E-06,1.07E-08,1.43E-08,2.57E-08,8.16E-09,7.25E-09,1.56E-08
2,1.15E-06,1.09E-08,1.46E-08,2.62E-08,8.28E-09,7.33E-09,1.58E-08
2,1.17E-06,1.11E-08,1.50E-08,2.67E-08,8.40E-09,7.39E-09,1.60E-08
2,1.19E-06,1.13E-08,1.53E-08,2.72E-08,8.51E-09,7.45E-09,1.62E-08
2,1.21E-06,1.15E-08,1.56E-08,2.76E-08,8.62E-09,7.51E-09,1.64E-08
2,1.23E-06,1.17E-08,1.60E-08,2.81E-08,8.73E-09,7.55E-09,1.65E-08
2,1.25E-06,1.19E-08,1.63E-08,2.85E-08,8.83E-09,7.60E-09,1.66E-08
2,1.27E-06,1.20E-08,1.66E-08,2.90E-08,8.92E-09,7.63E-09,1.68E-08
2,1.29E-06,1.22E-08,1.69E-08,2.94E-08,9.01E-09,7.66E-09,1.69E-08
2,1.31E-06,1.24E-08,1.72E-08,2.98E-08,9.09E-09,7.69E-09,1.70E-08
2,1.32E-06,1.25E-08,1.75E-08,3.03E-08,9.17E-09,7.70E-09,1.71E-08
2,1.34E-06,1.27E-08,1.78E-08,3.07E-08,9.25E-09,7.72E-09,1.72E-08
2,1.36E-06,1.29E-08,1.81E-08,3.11E-08,9.32E-09,7.72E-09,1.73E-08
2,1.37E-06,1.30E-08,1.84E-08,3.14E-08,9.38E-09,7.73E-09,1.74E-08
2,1.39E-06,1.31E-08,1.87E-08,3.18E-08,9.44E-09,7.72E-09,1.74E-08
2,1.40E-06,1.33E-08,1.89E-08,3.22E-08,9.49E-09,7.71E-09,1.75E-08
2,1.42E-06,1.34E-08,1.92E-08,3.25E-08,9.54E-09,7.70E-09,1.75E-08
2,1.43E-06,1.35E-08,1.95E-08,3.29E-08,9.59E-09,7.68E-09,1.76E-08
2,1.44E-06,1.36E-08,1.97E-08,3.32E-08,9.63E-09,7.66E-09,1.76E-08
2,1.45E-06,1.37E-08,2.00E-08,3.36E-08,9.66E-09,7.63E-09,1.76E-08
2,1.46E-06,1.38E-08,2.02E-08,3.39E-08,9.69E-09,7.60E-09,1.76E-08
2,1.47E-06,1.39E-08,2.04E-08,3.42E-08,9.72E-09,7.56E-09,1.77E-08
2,1.48E-06,1.40E-08,2.06E-08,3.45E-08,9.74E-09,7.52E-09,1.77E-08
2,1.49E-06,1.41E-08,2.08E-08,3.47E-08,9.75E-09,7.48E-09,1.76E-08
2,1.50E-06,1.42E-08,2.10E-08,3.50E-08,9.77E-09,7.43E-09,1.76E-08
2,1.51E-06,1.42E-08,2.12E-08,3.53E-08,9.77E-09,7.38E-09,1.76E-08
2,1.51E-06,1.43E-08,2.14E-08,3.55E-08,9.77E-09,7.32E-09,1.76E-08
2,1.52E-06,1.44E-08,2.16E-08,3.57E-08,9.77E-09,7.26E-09,1.75E-08
2,1.53E-06,1.44E-08,2.17E-08,3.60E-08,9.76E-09,7.20E-09,1.75E-08
2,1.53E-06,1.44E-08,2.19E-08,3.62E-08,9.75E-09,7.14E-09,1.74E-08
2,1.53E-06,1.45E-08,2.20E-08,3.64E-08,9.73E-09,7.07E-09,1.74E-08
2,1.54E-06,1.45E-08,2.21E-08,3.65E-08,9.71E-09,7.00E-09,1.73E-08
2,1.54E-06,1.45E-08,2.22E-08,3.67E-08,9.68E-09,6.93E-09,1.73E-08
2,1.54E-06,1.45E-08,2.23E-08,3.69E-08,9.65E-09,6.85E-09,1.72E-08
2,1.54E-06,1.45E-08,2.24E-08,3.70E-08,9.62E-09,6.77E-09,1.71E-08
2,1.54E-06,1.45E-08,2.25E-08,3.71E-08,9.58E-09,6.69E-09,1.70E-08
2,1.54E-06,1.45E-08,2.26E-08,3.72E-08,9.54E-09,6.61E-09,1.69E-08
2,1.54E-06,1.45E-08,2.26E-08,3.73E-08,9.49E-09,6.53E-09,1.68E-08
2,1.53E-06,1.45E-08,2.27E-08,3.74E-08,9.44E-09,6.44E-09,1.67E-08
2,1.53E-06,1.44E-08,2.27E-08,3.75E-08,9.39E-09,6.36E-09,1.66E-08
2,1.53E-06,1.44E-08,2.27E-08,3.75E-08,9.33E-09,6.27E-09,1.65E-08
2,1.52E-06,1.44E-08,2.27E-08,3.75E-08,9.27E-09,6.18E-09,1.64E-08
2,1.52E-06,1.43E-08,2.27E-08,3.76E-08,9.20E-09,6.09E-09,1.63E-08
2,1.51E-06,1.42E-08,2.27E-08,3.76E-08,9.13E-09,6.00E-09,1.62E-08
2,1.50E-06,1.42E-08,2.27E-08,3.75E-08,9.06E-09,5.91E-09,1.60E-08
2,1.50E-06,1.41E-08,2.26E-08,3.75E-08,8.98E-09,5.82E-09,1.59E-08
2,1.49E-06,1.40E-08,2.26E-08,3.74E-08,8.90E-09,5.72E-09,1.57E-08
2,1.48E-06,1.39E-08,2.25E-08,3.74E-08,8.82E-09,5.63E-09,1.56E-08
2,1.47E-06,1.38E-08,2.24E-08,3.73E-08,8.73E-09,5.54E-09,1.55E-08
2,1.46E-06,1.37E-08,2.23E-08,3.72E-08,8.64E-09,5.44E-09,1.53E-08
2,1.45E-06,1.36E-08,2.22E-08,3.70E-08,8.55E-09,5.35E-09,1.51E-08
2,1.43E-06,1.35E-08,2.21E-08,3.69E-08,8.45E-09,5.25E-09,1.50E-08
2,1.42E-06,1.34E-08,2.20E-08,3.67E-08,8.35E-09,5.16E-09,1.48E-08
2,1.41E-06,1.33E-08,2.18E-08,3.66E-08,8.25E-09,5.11E-09,1.46E-08
2,1.40E-06,1.31E-08,2.17E-08,3.64E-08,8.15E-09,5.10E-09,1.45E-08
2,1.38E-06,1.30E-08,2.15E-08,3.61E-08,8.04E-09,5.08E-09,1.43E-08
2,1.37E-06,1.29E-08,2.14E-08,3.59E-08,7.93E-09,5.05E-09,1.41E-08
2,1.35E-06,1.27E-08,2.12E-08,3.57E-08,7.82E-09,5.03E-09,1.39E-08
2,1.33E-06,1.26E-08,2.10E-08,3.54E-08,7.71E-09,5.00E-09,1.37E-08
2,1.32E-06,1.24E-08,2.08E-08,3.51E-08,7.59E-09,4.97E-09,1.36E-08
2,1.30E-06,1.22E-08,2.05E-08,3.48E-08,7.47E-09,4.93E-09,1.34E-08
2,1.28E-06,1.21E-08,2.03E-08,3.45E-08,7.35E-09,4.89E-09,1.32E-08
2,1.26E-06,1.19E-08,2.01E-08,3.41E-08,7.23E-09,4.85E-09,1.30E-08
2,1.24E-06,1.17E-08,1.98E-08,3.38E-08,7.11E-09,4.80E-09,1.28E-08
2,1.22E-06,1.15E-08,1.96E-08,3.34E-08,6.99E-09,4.75E-09,1.26E-08
2,1.20E-06,1.13E-08,1.93E-08,3.30E-08,6.86E-09,4.70E-09,1.23E-08
2,1.18E-06,1.11E-08,1.90E-08,3.26E-08,6.73E-09,4.64E-09,1.21E-08
2,1.16E-06,1.10E-08,1.87E-08,3.22E-08,6.61E-09,4.58E-09,1.19E-08
2,1.14E-06,1.08E-08,1.84E-08,3.17E-08,6.48E-09,4.52E-09,1.17E-08
2,1.12E-06,1.06E-08,1.81E-08,3.13E-08,6.35E-09,4.46E-09,1.15E-08
2,1.10E-06,1.03E-08,1.78E-08,3.08E-08,6.22E-09,4.39E-09,1.13E-08
2,1.08E-06,1.01E-08,1.75E-08,3.03E-08,6.08E-09,4.32E-09,1.11E-08
2,1.06E-06,9.93E-09,1.72E-08,2.98E-08,5.95E-09,4.25E-09,1.08E-08
2,1.03E-06,9.72E-09,1.68E-08,2.93E-08,5.82E-09,4.17E-09,1.06E-08
2,1.01E-06,9.50E-09,1.65E-08,2.88E-08,5.68E-09,4.09E-09,1.04E-08
2,9.89E-07,9.29E-09,1.62E-08,2.82E-08,5.55E-09,4.01E-09,1.02E-08
2,9.66E-07,9.07E-09,1.58E-08,2.77E-08,5.42E-09,3.93E-09,9.93E-09
2,9.43E-07,8.85E-09,1.55E-08,2.71E-08,5.28E-09,3.85E-09,9.70E-09
2,9.19E-07,8.62E-09,1.51E-08,2.65E-08,5.15E-09,3.77E-09,9.47E-09
2,8.96E-07,8.40E-09,1.47E-08,2.59E-08,5.02E-09,3.68E-09,9.24E-09
2,8.72E-07,8.18E-09,1.44E-08,2.53E-08,4.88E-09,3.59E-09,9.01E-09
2,8.48E-07,7.95E-09,1.40E-08,2.47E-08,4.75E-09,3.50E-09,8.79E-09
2,8.24E-07,7.72E-09,1.36E-08,2.41E-08,4.62E-09,3.41E-09,8.56E-09
2,8.00E-07,7.50E-09,1.32E-08,2.35E-08,4.49E-09,3.32E-09,8.33E-09
2,7.76E-07,7.27E-09,1.29E-08,2.29E-08,4.35E-09,3.23E-09,8.10E-09
2,7.52E-07,7.05E-09,1.25E-08,2.22E-08,4.22E-09,3.14E-09,7.87E-09
2,7.28E-07,6.82E-09,1.21E-08,2.16E-08,4.09E-09,3.04E-09,7.65E-09
2,7.04E-07,6.60E-09,1.17E-08,2.09E-08,3.97E-09,2.95E-09,7.42E-09
2,6.80E-07,6.37E-09,1.13E-08,2.03E-08,3.84E-09,2.85E-09,7.20E-09
2,6.56E-07,6.15E-09,1.09E-08,1.96E-08,3.71E-09,2.76E-09,6.97E-09
2,6.32E-07,5.93E-09,1.06E-08,1.90E-08,3.59E-09,2.66E-09,6.75E-09
2,6.08E-07,5.71E-09,1.02E-08,1.83E-08,3.46E-09,2.57E-09,6.53E-09
2,5.85E-07,5.49E-09,9.79E-09,1.77E-08,3.34E-09,2.47E-09,6.31E-09
2,5.62E-07,5.27E-09,9.41E-09,1.70E-08,3.22E-09,2.38E-09,6.10E-09
2,5.38E-07,5.06E-09,9.03E-09,1.64E-08,3.10E-09,2.28E-09,5.88E-09
2,5.16E-07,4.84E-09,8.66E-09,1.57E-08,2.98E-09,2.19E-09,5.67E-09
2,4.93E-07,4.63E-09,8.29E-09,1.51E-08,2.87E-09,2.09E-09,5.46E-09
2,4.71E-07,4.43E-09,7.92E-09,1.44E-08,2.75E-09,2.00E-09,5.26E-09
2,4.48E-07,4.22E-09,7.56E-09,1.38E-08,2.64E-09,1.91E-09,5.05E-09
2,4.27E-07,4.02E-09,7.20E-09,1.32E-08,2.53E-09,1.82E-09,4.85E-09
2,4.06E-07,3.82E-09,6.84E-09,1.25E-08,2.42E-09,1.73E-09,4.65E-09
2,3.85E-07,3.63E-09,6.50E-09,1.19E-08,2.32E-09,1.64E-09,4.46E-09
2,3.65E-07,3.44E-09,6.15E-09,1.13E-08,2.21E-09,1.56E-09,4.27E-09
2,3.45E-07,3.25E-09,5.82E-09,1.07E-08,2.11E-09,1.47E-09,4.08E-09
2,3.26E-07,3.07E-09,5.48E-09,1.01E-08,2.01E-09,1.42E-09,3.89E-09
2,3.07E-07,2.89E-09,5.16E-09,9.52E-09,1.92E-09,1.37E-09,3.71E-09
2,2.88E-07,2.72E-09,4.84E-09,8.94E-09,1.82E-09,1.32E-09,3.54E-09
2,2.70E-07,2.55E-09,4.53E-09,8.38E-09,1.73E-09,1.27E-09,3.36E-09
2,2.53E-07,2.38E-09,4.23E-09,7.84E-09,1.64E-09,1.22E-09,3.19E-09
2,2.36E-07,2.22E-09,3.94E-09,7.30E-09,1.55E-09,1.17E-09,3.03E-09
2,2.19E-07,2.07E-09,3.66E-09,6.79E-09,1.46E-09,1.12E-09,2.87E-09
2,2.04E-07,1.92E-09,3.38E-09,6.28E-09,1.38E-09,1.07E-09,2.71E-09
2,1.88E-07,1.77E-09,3.11E-09,5.79E-09,1.30E-09,1.03E-09,2.56E-09
2,1.73E-07,1.63E-09,2.86E-09,5.32E-09,1.22E-09,9.80E-10,2.41E-09
2,1.59E-07,1.50E-09,2.61E-09,4.87E-09,1.14E-09,9.32E-10,2.26E-09
2,1.45E-07,1.37E-09,2.37E-09,4.43E-09,1.07E-09,8.86E-10,2.12E-09
2,1.32E-07,1.25E-09,2.15E-09,4.01E-09,1.00E-09,8.39E-10,1.98E-09
2,1.19E-07,1.13E-09,1.93E-09,3.61E-09,9.31E-10,7.93E-10,1.85E-09
2,1.07E-07,1.02E-09,1.73E-09,3.23E-09,8.64E-10,7.46E-10,1.72E-09
2,9.63E-08,9.18E-10,1.53E-09,2.87E-09,7.99E-10,7.01E-10,1.59E-09
2,8.57E-08,8.19E-10,1.35E-09,2.53E-09,7.36E-10,6.55E-10,1.47E-09
2,7.58E-08,7.25E-10,1.18E-09,2.21E-09,6.76E-10,6.09E-10,1.35E-09
2,6.67E-08,6.38E-10,1.02E-09,1.91E-09,6.18E-10,5.64E-10,1.24E-09
